Keyword,Day_of_Week,Video_Count,Avg_Views,Avg_Engagement,Median_Views,Norm_Avg_Views,Norm_Avg_Engagement,Norm_Video_Count,Timing_Opportunity_Score
computer science,Tuesday,12,1833102.5,3.786952613520142,774859.5,0.0031268259145195384,0.3620350199750273,0.32142857142857145,0.1964656877931532
interview,Wednesday,16,2461457.0,3.503369665854766,180396.5,0.004205841610994942,0.3285733373739291,0.4642857142857143,0.19617920197178723
tech,Monday,3,3384192.0,4.362530614029524,2359142.0,0.0057903700080816686,0.4299509808033419,0.0,0.1960836078651406
data science,Sunday,8,729438.0,4.064017192967232,209313.5,0.0012316038398106314,0.39472756053076263,0.17857142857142858,0.1960387668239008
computer science,Thursday,6,1394849.0,4.173622788953061,587891.5,0.0023742532735417416,0.407660593685174,0.10714285714285714,0.1952299668457078
music,Monday,3,1007861.0,4.3676967336311465,97930.0,0.0017097141855784603,0.43056056278213134,0.0,0.1945216246354694
marvel,Sunday,10,8521967.1,3.7578821806482963,1865947.5,0.014613001146810658,0.35860482219394607,0.25,0.19294802050334053
tutorial,Tuesday,8,4975520.875,3.931099161887666,2484087.5,0.00852301349894478,0.3790437508921255,0.17857142857142858,0.1922621868331245
sat,Friday,8,2865473.875,3.9562869846663276,85713.0,0.004899622828072151,0.3820158158141208,0.17857142857142858,0.19196909024612968
nintendo,Thursday,4,2186804.5,4.226915779932999,1644725.0,0.0037342059999247407,0.41394895891910233,0.03571428571428571,0.19152885278499077
machine learning,Tuesday,4,249292.75,4.245866080054355,225121.5,0.0004070943291154638,0.41618502047737554,0.03571428571428571,0.19103788023434953
cubes,Sunday,6,7074671.5,3.924436191499074,5038316.5,0.012127692821908415,0.37825754635423253,0.10714285714285714,0.18638764334354913
how-to,Monday,6,10873002.166666666,3.8458071393217668,6380431.5,0.018650218577253873,0.36897962464263917,0.10714285714285714,0.18514771516323758
lofi,Wednesday,13,252554.92307692306,3.5056882973163783,40275.0,0.00041269616049348286,0.32884692684986944,0.35714285714285715,0.18388111606894902
game development,Monday,4,1927883.5,4.051109687617913,1718943.0,0.003289584654574134,0.39320452520467336,0.03571428571428571,0.18199377800808994
food,Friday,3,4177260.0,4.051830782261553,608177.0,0.0071522331289351915,0.39328961156226105,0.0,0.18019883011103832
literature,Tuesday,8,229941.375,3.755425886851795,96959.0,0.00037386398323048693,0.3583149890990078,0.17857142857142858,0.17926712674415007
food,Sunday,16,3481368.5,3.1318653553739653,1810814.0,0.005957242321128749,0.2847372766213728,0.4642857142857143,0.17724110495269713
mukbang,Tuesday,9,5604639.111111111,3.5630157823357473,56066.0,0.00960334068957174,0.33561134665659514,0.21428571428571427,0.17677518073434653
apple,Monday,4,2011221.5,3.9366948242723545,174403.0,0.0034326933776164087,0.37970401724523606,0.03571428571428571,0.1759829483517122
game development,Thursday,6,726963.6666666666,3.8026393646249654,703144.5,0.001227354893547051,0.3638859954685587,0.10714285714285714,0.1750152933772333
physics,Tuesday,7,4794923.857142857,3.62067343874622,3182375.0,0.008212890762488679,0.34241472540067597,0.14285714285714285,0.17206814155913838
mukbang,Monday,7,5669520.142857143,3.5906635958836266,2724499.0,0.009714754949607256,0.3388736809019008,0.14285714285714285,0.17115051041889293
trolling,Friday,3,821581.0,3.924382353598167,869372.0,0.0013898325838083798,0.3782511936917509,0.0,0.17083846182400167
how-to,Thursday,8,9603603.0,3.4289074887429942,2944919.5,0.016470395522073827,0.3197870906802775,0.17857142857142858,0.16917301164820095
mrbeast,Monday,4,11998553.0,3.651925223740338,10702167.0,0.020583024049877427,0.3461023142306817,0.03571428571428571,0.16857983079768016
literature,Friday,19,1132437.3684210526,2.7853682414985816,994999.0,0.0019236377859286108,0.24385196760633335,0.5714285714285714,0.16774187956937503
data science,Tuesday,4,750710.75,3.793009630094273,192538.0,0.0012681335872019482,0.3627497243244309,0.03571428571428571,0.16737946463166334
interview,Monday,5,2496436.8,3.6757226983956506,427945.0,0.0042659092213320525,0.348910323492802,0.07142857142857142,0.16607216186421747
biology,Saturday,14,2371440.1428571427,3.0702524963634277,1497175.5,0.004051263897610973,0.2774671993853129,0.39285714285714285,0.16596902276303002
