Keyword,Day_of_Week,Video_Count,Avg_Views,Avg_Engagement,Median_Views,Norm_Avg_Views,Norm_Avg_Engagement,Norm_Video_Count,Timing_Opportunity_Score
literature,Monday,4,828497.25,2.0596799194418756,795373.0,0.0014017092271852443,0.1582235738686452,0.03571428571428571,0.07540280596455226
food,Tuesday,7,8376134.571428572,1.7438334461912015,3452285.0,0.014362576287300194,0.12095492099089422,0.14285714285714285,0.07517858806090177
music,Thursday,5,60857946.6,1.0817186115256248,13966109.0,0.10448479067153744,0.04282795099691103,0.07142857142857142,0.07343359089365896
sports,Saturday,10,5138578.8,1.5412694511855936,633061.5,0.00880301795583927,0.09705315904402924,0.25,0.07263527964994083
movies,Tuesday,11,7711751.7272727275,1.4244536155129721,3505369.0,0.013221692411537185,0.08326934570743998,0.2857142857142857,0.0719923957249683
literature,Thursday,5,1728791.6,1.8919418803043175,920846.0,0.002947702349058519,0.13843113898509718,0.07142857142857142,0.07076333574322721
animals,Friday,6,59795519.166666664,0.974840266809852,4466776.0,0.1026603812387527,0.030216722863299947,0.10714285714285714,0.0705089825602094
lofi,Tuesday,3,1472432.3333333333,2.013662826526668,400330.0,0.0025074800339955137,0.1527937362495974,0.0,0.06988554732761681
bed,Monday,4,58207990.0,1.104477444115272,43681115.0,0.09993426263938586,0.04551340454323965,0.03571428571428571,0.06902287880361006
news,Tuesday,8,134146.75,1.6777445246443006,116604.5,0.00020936463769707372,0.1131566858203481,0.17857142857142858,0.06887186556326319
education,Thursday,3,6235234.666666667,1.9235973459174598,1451335.0,0.01068620474572487,0.1421663605548611,0.0,0.0687836543852637
sports,Thursday,3,2185960.3333333335,1.909687291696323,1194578.0,0.003732756389738493,0.1405250283691862,0.0,0.06491600314151612
finance,Tuesday,5,3137938.2,1.7278645379480508,7093.0,0.00536750088640479,0.1190706520547067,0.07142857142857142,0.06314002596635732
biology,Monday,11,6501352.090909091,1.2518915153606291,6225136.0,0.011143183852046507,0.06290769042522562,0.2857142857142857,0.06189432199620103
google,Monday,4,4844873.5,1.7348219059859042,4262755.5,0.00829866471441581,0.11989159436784036,0.03571428571428571,0.06125704515844385
movies,Thursday,5,1670716.8,1.6839030860032047,2278082.0,0.002847975808117586,0.11388337205859894,0.07142857142857142,0.05967196368287958
sports,Sunday,13,4457663.076923077,1.0954847479363004,1335282.0,0.007633743679651388,0.04445230144185031,0.35714285714285715,0.05915300601896148
bed,Tuesday,6,11446113.333333334,1.463593401354296,3995111.5,0.019634369951452138,0.08788768789507653,0.10714285714285714,0.05909921174522362
machine learning,Sunday,4,3320757.5,1.6759962243414244,1017224.5,0.005681439744674517,0.11295039319835562,0.03571428571428571,0.05695575339579214
biology,Sunday,3,4256834.333333333,1.6882099612352104,689762.0,0.00728887885153801,0.11439156655055394,0.0,0.05475620043094138
finance,Friday,4,12225.25,1.6225584705648681,8093.5,0.0,0.10664494651861832,0.03571428571428571,0.05156165450480682
movies,Friday,7,3894914.4285714286,1.3562493887243237,1010999.0,0.006667386910118034,0.07522151276246307,0.14285714285714285,0.05113571913837578
apple,Friday,4,1426483.0,1.5604933928403035,225700.5,0.002428575447636624,0.09932150923676007,0.03571428571428571,0.04935896667940708
sports,Tuesday,8,5189552.75,1.2301204908297922,3151288.0,0.00889055085671187,0.06033879437999796,0.17857142857142858,0.04901034821366228
animals,Thursday,4,4888342.5,1.4132005335054134,2267156.5,0.008373310051260043,0.08194152588780336,0.03571428571428571,0.0442131047440071
business,Sunday,3,10177250.0,1.3383609457563577,1273223.0,0.01745546703383355,0.07311074620985555,0.0,0.0407547959596601
finance,Thursday,4,76916.0,1.4095244670190685,88342.5,0.00011108750660139492,0.08150776436935073,0.03571428571428571,0.04029991191560703
bed,Friday,6,19167899.166666668,0.9874347334485781,17876965.0,0.03289428631870672,0.03170282084156222,0.10714285714285714,0.03978298393640674
movies,Sunday,5,14252173.4,1.1187774027650739,1945769.0,0.02445296018544609,0.04720074393190106,0.07142857142857142,0.039387023995663364
animals,Tuesday,3,8323404.333333333,1.3385909840699484,5434925.0,0.014272027473559466,0.07313788983431828,0.0,0.03933446278854499
movies,Monday,3,1802062.3333333333,1.4327815629792007,30215.0,0.003073523476079858,0.08425201105148733,0.0,0.039296490537405235
lofi,Saturday,3,6127746.333333333,1.3572300980089878,1756737.0,0.010501624864694898,0.07533723263588121,0.0,0.03862748587525925
how-to,Saturday,4,5016480.0,1.287420977451861,4664752.0,0.008593348857072872,0.06710002848106461,0.03571428571428571,0.03763344837359044
movies,Wednesday,10,1588845.0,0.8495895379858446,929324.0,0.002707384856196823,0.015437625008620053,0.25,0.033165254439167596
animals,Saturday,5,8028950.2,1.067043342100375,267705.0,0.013766388329161315,0.041096326399466095,0.07142857142857142,0.03183107877073948
animals,Sunday,8,5360415.25,0.71875788623999,4706094.5,0.009183957396235386,0.0,0.17857142857142858,0.021989923685448783
news,Monday,3,510208.6666666667,1.1142540227700275,533947.0,0.0008551413623484584,0.04666700272170318,0.0,0.02138496483782324
