Title,Video ID,Published At,Keyword,Likes,Comments,Views,Year,Month,Day,Day_of_Week,Engagement_Rate,Like_Rate,Comment_Rate,Total_Comments,Total_Comment_Likes,Avg_Sentiment
The Map of Physics,ZihywtixUYo,2016-11-28,physics,236557.0,5640.0,4696990.0,2016,11,28,Monday,5.156428871164539,5.036351996416429,0.12007687474811,10,8766.0,1.7
Neil deGrasse Tyson Explains The Weirdness of Quantum Physics,SDxzZHSBhw0,2021-03-13,physics,19509.0,1072.0,928585.0,2021,3,13,Saturday,2.216380604488976,2.100936262230962,0.1154443422580138,10,2674.0,1.4
Physics expert explains how NASA got sound from a black hole,jKvjvW6a62c,2022-08-24,physics,3379.0,1381.0,132960.0,2022,8,24,Wednesday,3.579997142019088,2.541346710689601,1.0386504313294875,10,651.0,1.6
Quantum Physics for 7 Year Olds | Dominic Walliman | TEDxEastVan,ARWBdfWpDyc,2016-05-24,physics,49795.0,2177.0,2796778.0,2016,5,24,Tuesday,1.8582805434394352,1.7804410001648323,0.07783954327460268,10,17260.0,1.6
5 Fun Physics Phenomena,1Xp_imnO6WE,2014-08-06,physics,95001.0,7668.0,6312772.0,2014,8,6,Wednesday,1.6263692675152426,1.504901253379458,0.1214680141357847,10,3098.0,1.1
Will Constructor Theory REWRITE Physics?,hYc97J2MZIo,2021-10-20,physics,40750.0,3577.0,1235556.0,2021,10,20,Wednesday,3.587612712323268,3.2981076550899715,0.2895050572332964,10,2456.0,1.3
Physics Review - Basic Introduction,-6IgkG5yZfo,2017-01-02,physics,10959.0,525.0,844015.0,2017,1,2,Monday,1.360637713029137,1.298435100756384,0.062202612272753116,10,4452.0,2.0
Physicists At CERN Just Made A Terrifying Discovery That Changes Everything!,JpKoT9AgSJo,2022-07-10,physics,6813.0,69.0,485266.0,2022,7,10,Sunday,1.4181883375543773,1.4039693611970316,0.014218976357345545,10,1100.0,0.8
3 Perplexing Physics Problems,K-Fc08X56R0,2019-11-20,physics,281680.0,11360.0,9033159.0,2019,11,20,Wednesday,3.244047487258058,3.1182886166081416,0.12575887064991653,10,28016.0,1.5
Einstein and the Quantum: Entanglement and Emergence,ntxC5KMC4y0,2022-03-31,physics,18403.0,1810.0,1429951.0,2022,3,31,Thursday,1.4135439511256322,1.2869662757910756,0.1265776753345567,10,759.0,1.8
Physics’ greatest mystery: Michio Kaku explains the God Equation | Big Think,B1GO1HPLp7Y,2021-06-06,physics,62098.0,6272.0,2889074.0,2021,6,6,Sunday,2.3665013888528335,2.1494076823896924,0.2170937064631413,10,4777.0,1.8
Michio Kaku: The Universe in a Nutshell (Full Presentation) | Big Think,0NbBjNiw4tk,2012-08-15,physics,296448.0,29736.0,19097087.0,2012,8,15,Wednesday,1.7080300410198666,1.5523204375452424,0.15570960347462398,10,3825.0,2.0
Wireless Keyboard Prank HACK on Rich Kid Playing Fortnite! (N3ON),CN16j8AHHuk,2020-06-23,physics,191691.0,5795.0,3182375.0,2020,6,23,Tuesday,6.205614924195004,6.023518276910083,0.1820966472849217,10,2682.0,1.3
The physics anomaly no one talks about: What&#39;s up with those neutrinos?,p118YbxFtGg,2021-09-18,physics,35004.0,2726.0,952869.0,2021,9,18,Saturday,3.9596167368056503,3.673533640475616,0.28608309633003454,10,1843.0,1.6
"8 Year Old LOST His GIRLFRIEND To A Rich Kid, So We Confronted Her... (Fortnite)",c0Ir6O1JB-I,2019-11-19,physics,673896.0,41869.0,14835017.0,2019,11,19,Tuesday,4.824834051431552,4.542603183899069,0.28223086753248294,10,9850.0,1.4
The Map of Particle Physics | The Standard Model Explained,mYcLuWHzfmE,2021-05-01,physics,32717.0,1804.0,930267.0,2021,5,1,Saturday,3.7108661160009806,3.5169435044524806,0.19392261154850002,10,3254.0,1.8
Thermodynamics: Crash Course Physics #23,4i1MUWJoI0U,2016-09-15,physics,20329.0,806.0,1331141.0,2016,9,15,Thursday,1.5877344415546952,1.5271849284298744,0.060549513124820646,10,1515.0,1.7
7 AMAZING Physics Tricks That You Must See,IzQsYnLz2Gc,2018-01-26,physics,122180.0,1942.0,8705503.0,2018,1,26,Friday,1.4257876396357982,1.4034799133973173,0.02230772623848085,10,2672.0,1.8
Physics experiments that changed the world – with Suzie Sheehy,aXg3edeUrtc,2022-08-11,physics,2012.0,143.0,72517.0,2022,8,11,Thursday,2.971675997683334,2.774483576491354,0.19719242119197994,10,47.0,1.9
How Two Physicists Unlocked the Secrets of Two Dimensions,kpsu9_ql0-M,2022-08-16,physics,12994.0,521.0,234454.0,2022,8,16,Tuesday,5.76443240707172,5.542214923972617,0.22221748309910216,10,1107.0,1.7
What Does Quantum Physics Actually Tell Us About the World?,GBs8e2KRLDg,2022-07-20,physics,1346.0,198.0,106305.0,2022,7,20,Wednesday,1.4524109645739656,1.2661561906195324,0.1862547739544334,10,35.0,1.1
Gifting a 9 Year Old MAX Battle Pass!,Ewp4HvlzNs0,2022-06-12,physics,7355.0,711.0,278584.0,2022,6,12,Sunday,2.895346124163182,2.6401277886461942,0.25521833551698764,10,102.0,1.7
Can Life Really Be Explained By Physics? (featuring Prof. Brian Cox),k-vm3ZWnMWk,2022-04-08,physics,25394.0,2940.0,761574.0,2022,4,8,Friday,3.7204477562945213,3.3344056724551097,0.38604208383941174,10,2734.0,1.8
Modern Physics || Modern Physics Full Lecture Course,3lTQqEehEhI,2020-09-14,physics,21123.0,560.0,745050.0,2020,9,14,Monday,2.9102705720816426,2.8351079322086674,0.07516263987297514,10,1254.0,1.9
Electric Charge: Crash Course Physics #25,TFlVWf8JX4A,2016-09-29,physics,26210.0,856.0,1875721.0,2016,9,29,Thursday,1.4429643625228046,1.3973286019996567,0.04563576052314789,10,11246.0,1.4
When a physics teacher knows his stuff !!,77ZF50ve6rs,2016-03-04,physics,1194852.0,16417.0,42252029.0,2016,3,4,Friday,2.8667711350200213,2.827916197162598,0.03885493785742365,10,18511.0,1.9
Amazing Physics Toys/Gadgets 1,Y5dylh2aOiw,2022-02-26,physics,188472.0,5901.0,13829574.0,2022,2,26,Saturday,1.4054878765254897,1.3628184524831748,0.04266942404231511,10,10446.0,1.9
I Met RICH KID In Real Life...,pJpOxIksxXU,2021-08-06,physics,11961.0,334.0,495065.0,2021,8,6,Friday,2.4835072495384454,2.4160414974973032,0.06746575204114198,10,276.0,0.6
What is the Schrödinger Equation? A basic introduction to Quantum Mechanics,2WPA1L9uJqo,2022-04-14,physics,11420.0,896.0,596902.0,2022,4,14,Thursday,2.06331682032089,1.9132086787970575,0.15010814152383217,10,1065.0,2.0
Physicists At CERN Just Made An Incredible Discovery That Changes Everything,iDgJD-MarvU,2022-07-04,physics,10960.0,109.0,858731.0,2022,7,4,Monday,1.28899353931145,1.276300405714472,0.012693133596977869,10,1908.0,0.9
Asking a Theoretical Physicist About the Physics of Consciousness | Roger Penrose &amp; Jordan Peterson,Qi9ys2j1ncg,2022-04-14,physics,31942.0,7562.0,1089328.0,2022,4,14,Thursday,3.626452614407585,2.93226380643497,0.6941888079726144,10,5033.0,1.5
I Made RICH KID Say **** For The First Time... (Fortnite),jxi-3WvWvGM,2020-12-28,physics,66353.0,2001.0,1546801.0,2020,12,28,Monday,4.41905298803596,4.28968930735802,0.12936368067794068,10,937.0,0.6
Kinematics In One Dimension - Physics,dHjWVlfNraM,2021-05-31,physics,7687.0,237.0,451843.0,2021,5,31,Monday,1.7537026053239615,1.7012508741955188,0.05245173112844256,10,1083.0,1.8
"Frank Wilczek: Physics of Quarks, Dark Matter, Complexity, Life &amp; Aliens | Lex Fridman Podcast #187",LDTe8uFqbws,2021-05-29,physics,9154.0,1201.0,652244.0,2021,5,29,Saturday,1.5875936189622,1.4034603561545125,0.1841332628076873,10,3298.0,1.5
Minecraft Physics Had an Update..,SiHeMrHDlzs,2022-02-26,physics,11249.0,393.0,482269.0,2022,2,26,Saturday,2.414000456176001,2.332510834180024,0.08148962199597735,10,175.0,1.5
"Static &amp; Kinetic Friction, Tension, Normal Force, Inclined Plane &amp; Pulley System Problems - Physics",pL2YfC-22Uc,2016-08-29,physics,20361.0,770.0,1539948.0,2016,8,29,Monday,1.372188299742394,1.3221866438434,0.05000165589899405,10,6319.0,1.7
15 Craziest Things That Defy the Laws of Physics,dHsxkaxRfnE,2022-07-28,physics,12193.0,196.0,1267276.0,2022,7,28,Thursday,0.9776078947223061,0.962141662793533,0.015466231928773267,10,42.0,1.7
"Newton&#39;s Law of Motion - First, Second &amp; Third - Physics",g550H4e5FCY,2017-01-09,physics,27575.0,971.0,1761493.0,2017,1,9,Monday,1.6205561869640204,1.565432524890803,0.055123662073217394,10,7240.0,1.7
Leonard Susskind Marrying Quantum Physics &amp; General Relativity,4JXjqaN97IY,2022-06-18,physics,962.0,100.0,30388.0,2022,6,18,Saturday,3.494685577018,3.1656191385040637,0.32906643851393597,10,39.0,1.2
How Trees Bend the Laws of Physics,BickMFHAZR0,2012-10-30,physics,139552.0,7764.0,4235793.0,2012,10,30,Tuesday,3.4778839575295684,3.2945889247682962,0.18329503276127215,10,13831.0,1.4
"RICH KID Tried To DATE My CRUSH, So I Did This... (Fortnite)",V2dPq92LToE,2020-01-26,physics,159719.0,4673.0,2029047.0,2020,1,26,Sunday,8.101927603486955,7.871622554025335,0.23030504946161945,10,1205.0,1.5
What is Computer Science?,Tzl0ELY_TiM,2017-02-28,computer science,26902.0,1190.0,1248957.0,2017,2,28,Tuesday,2.2492349622645436,2.153955537335923,0.09527942492862049,10,6220.0,1.9
100+ Computer Science Concepts Explained,-uleG_Vecis,2022-05-04,computer science,55719.0,1606.0,802372.0,2022,5,4,Wednesday,7.144432826129493,6.944276539714073,0.20015628641542027,10,7654.0,2.0
Introduction to Programming and Computer Science - Full Course,zOjov-2OZ0E,2020-04-21,computer science,131961.0,3037.0,4849924.0,2020,4,21,Tuesday,2.783506961447858,2.7208874364036557,0.06261952504420171,10,8487.0,1.8
Map of Computer Science,SzJ46YA_RaA,2017-09-06,computer science,202969.0,3572.0,4801805.0,2017,9,6,Wednesday,4.301319128677835,4.226930450751238,0.07438867792659679,10,20070.0,1.7
3 years of Computer Science in 8 minutes,ReVeUvwTGdU,2018-07-24,computer science,186881.0,8575.0,7004107.0,2018,7,24,Tuesday,2.790590893230087,2.6681627410656716,0.12242815216441552,10,22022.0,1.3
An Entire Computer Science Degree in 12 Minutes,EJiVWoFk8GA,2022-08-06,computer science,10317.0,757.0,165623.0,2022,8,6,Saturday,6.686229048930106,6.229169685552819,0.45705936337728836,10,758.0,1.5
Computer Scientist Explains One Concept in 5 Levels of Difficulty | WIRED,fOGdb1CTu5c,2022-01-18,computer science,128268.0,4356.0,4991078.0,2022,1,18,Tuesday,2.657221013732702,2.569945296397833,0.08727571733486887,10,29886.0,1.6
Early Computing: Crash Course Computer Science #1,O5nskjZ_GoI,2017-02-22,computer science,62009.0,1740.0,3134189.0,2017,2,22,Wednesday,2.0339864526400757,1.9784697162584273,0.05551673638164885,10,10326.0,1.6
Computer Science in 10 Minutes,A45p5e86Lpw,2020-09-21,computer science,24508.0,1455.0,374241.0,2020,9,21,Monday,6.937489645737251,6.54870377990712,0.3887858658301313,10,11988.0,1.2
Computer Science degree: What you need to know,k0GlqFrRQI0,2020-06-01,computer science,6806.0,774.0,215489.0,2020,6,1,Monday,3.517564620167989,3.1583832196389627,0.35918140052902686,10,2175.0,1.6
Computer Scientist Explains Machine Learning in 5 Levels of Difficulty | WIRED,5q87K1WaoFI,2021-08-18,computer science,42940.0,1735.0,1407319.0,2021,8,18,Wednesday,3.1744734672995483,3.0511894949265272,0.12328397237302106,10,40962.0,1.5
My Computer Science Degree in 8 Minutes,dh7IwmBQZeI,2021-11-08,computer science,13004.0,376.0,318419.0,2021,11,8,Monday,4.20199736197475,4.083914326989511,0.11808303498523963,10,1769.0,2.0
Computer Science Careers and Subfields,2VpDcjFshJI,2017-08-21,computer science,8864.0,326.0,351985.0,2017,8,21,Monday,2.610899297131136,2.5182819771240905,0.09261732000704573,10,992.0,1.8
My Regrets as a Computer Science Student,xa6me8wou_k,2019-07-03,computer science,63890.0,2427.0,1732512.0,2019,7,3,Wednesday,3.8277923455697014,3.687706816629947,0.14008552893975398,10,24250.0,1.0
What Is Computer Science?,AnVBCyzNgaU,2016-07-15,computer science,2143.0,77.0,198844.0,2016,7,15,Friday,1.1164474842213785,1.0777238552641506,0.03872362895722799,10,75.0,1.5
Computer science is for everyone | Hadi Partovi | TEDxRainier,FpMNs7H24X0,2014-12-08,computer science,10846.0,380.0,759857.0,2014,12,8,Monday,1.4773813001902987,1.4273719563392109,0.05000934385108797,10,2295.0,1.8
Is a Computer Science Degree Worth It?,c-41IY0bOGU,2020-03-05,computer science,11672.0,1285.0,302924.0,2020,3,5,Thursday,4.277296360485269,3.8530989518857806,0.4241974085994883,10,5152.0,1.8
2021&#39;s Biggest Breakthroughs in Math and Computer Science,9uASADiYe_8,2021-12-23,computer science,33558.0,814.0,950825.0,2021,12,23,Thursday,3.6149621487001826,3.52935237362041,0.08560977507977274,10,4494.0,1.9
Top 10 BEST Career Paths For Computer Science Majors ($100k+ Jobs),OhuduvuenYQ,2022-06-16,computer science,752.0,53.0,16115.0,2022,6,16,Thursday,4.995035989079176,4.666170265574585,0.3288657235045917,10,88.0,1.6
Boolean Logic &amp; Logic Gates: Crash Course Computer Science #3,gI-qXk7XojA,2017-03-08,computer science,47204.0,1277.0,2302755.0,2017,3,8,Wednesday,2.105346810517484,2.049891521290141,0.05545528922734324,10,10624.0,1.8
"Lec 1 | MIT 6.00 Introduction to Computer Science and Programming, Fall 2008",k6U-i4gXkLM,2009-08-20,computer science,61813.0,3416.0,6091315.0,2009,8,20,Thursday,1.07085234126747,1.0147725056457422,0.05607983562172772,10,4177.0,1.9
6 Reasons Why Computer Science is the Best Major,ywBD6HiD8vQ,2020-11-06,computer science,4557.0,379.0,97136.0,2020,11,6,Friday,5.081482854113262,4.69131227029865,0.39017058381461234,10,1756.0,1.5
Computer Science Degree Vs Computer Engineering Degree (Which Is Better?),sdDklIYkWA0,2022-06-18,computer science,1514.0,251.0,37830.0,2022,6,18,Saturday,4.6654859771087205,4.00200893447173,0.6634770426369908,10,565.0,1.4
5 Things I Wish I Knew Before Majoring in Computer Science,TOSxb5aXKlk,2020-07-14,computer science,2596.0,177.0,56994.0,2020,7,14,Tuesday,4.865339064830248,4.554785507500658,0.31055355732959034,10,437.0,1.4
Things New Computer Science Students Need to Know,G6IN2UxMFpU,2020-09-07,computer science,7452.0,581.0,113080.0,2020,9,7,Monday,7.103757483573722,6.5899664842015895,0.5137909993721315,10,1008.0,1.8
The Math Needed for Computer Science,eSFA1Fp8jcU,2018-04-21,computer science,59163.0,1583.0,1754969.0,2018,4,21,Saturday,3.461369710023533,3.3711687379271438,0.09020097209638911,10,24821.0,1.0
The Man Who Revolutionized Computer Science With Math,rkZzg7Vowao,2022-05-17,computer science,62172.0,1458.0,1345420.0,2022,5,17,Tuesday,4.729374671571204,4.621007104839303,0.10836756673190026,10,13762.0,1.9
Computer science education: why does it suck so much and what if it didn’t? | Ashley Gavin | TEDxNYU,5jmN_tBS0t4,2015-07-21,computer science,11911.0,1388.0,610308.0,2015,7,21,Tuesday,2.179060115449715,1.951634336049444,0.227425779400271,10,2156.0,1.3
Should YOU Major In Computer Science? (2022),FPu2S_qEN5s,2019-08-27,computer science,16747.0,1532.0,525081.0,2019,8,27,Tuesday,3.481170560026815,3.1894066069680544,0.29176395305876035,10,15112.0,1.2
Intro to Algorithms: Crash Course Computer Science #13,rL8X2mlNHPM,2017-05-24,computer science,28944.0,775.0,1515048.0,2017,5,24,Wednesday,1.9615867209575402,1.9104332599143656,0.051153461043174184,10,1034.0,1.7
What You Need to Succeed in Computer Science,D1qnuKSfPOg,2020-11-24,computer science,4849.0,197.0,82596.0,2020,11,24,Tuesday,6.109180720849426,5.870673269004927,0.23850745184449798,10,500.0,1.9
Introduction to Graph Theory: A Computer Science Perspective,LFKZLXVO-Dg,2020-06-14,computer science,13406.0,314.0,362229.0,2020,6,14,Sunday,3.787648731468956,3.7009634762443753,0.08668525522458106,10,1353.0,1.7
Day in the Life of a Computer Science Student at Waterloo,M85EcbfhH9A,2022-08-12,computer science,1149.0,146.0,17156.0,2022,8,12,Friday,7.5479396164830685,6.696974995628606,0.8509646208544617,10,131.0,1.9
The Computer Science Iceberg Explained (Part 1),H565avw-ufk,2022-02-06,computer science,27889.0,962.0,437660.0,2022,2,6,Sunday,6.5920883971841215,6.372283571074417,0.21980482610970592,10,3191.0,1.7
"CS50 FULL REVIEW  - Best Course to Learn Computer Science in 2022? (edX, Harvard)",-Zj1kepwRuw,2022-02-08,computer science,10409.0,385.0,199395.0,2022,2,8,Tuesday,5.413348311901943,5.220265200906738,0.19308311099520553,10,1166.0,2.0
Computer Science isn&#39;t programming! // How to become a Master Programmer // Featuring Dr Chuck,z3o6yEzcnLc,2022-04-10,computer science,10292.0,653.0,327463.0,2022,4,10,Sunday,3.342352136418049,3.1429409034275526,0.19941123299049668,10,1164.0,1.6
Computer Science Terminology,LtoBGQPuu1c,2018-11-08,computer science,5213.0,145.0,135056.0,2018,11,8,Thursday,3.9672138430440476,3.8598517662912695,0.10736207675277845,10,629.0,1.9
My HONEST College Advice For Computer Science Majors // as a senior computer science student,bJCzuGbg4s4,2021-12-27,computer science,909.0,32.0,24612.0,2021,12,27,Monday,3.8231828708406126,3.6931702758704748,0.13001259497013773,10,104.0,1.5
Representing Numbers and Letters with Binary: Crash Course Computer Science #4,1GSjbWt0c9M,2017-03-15,computer science,30095.0,1186.0,1530735.0,2017,3,15,Wednesday,2.0435267740485625,1.9660477051562126,0.07747906889234983,10,4423.0,1.7
Registers and RAM: Crash Course Computer Science #6,fpnE6UAfbtU,2017-03-29,computer science,37041.0,1190.0,1672442.0,2017,3,29,Wednesday,2.285937398165438,2.2147840016072298,0.07115339655820856,10,9770.0,1.6
Is Computer Science Right for You?,ReQdX04S00w,2022-02-24,computer science,61424.0,692.0,872859.0,2022,2,24,Thursday,7.116376051142222,7.037096441582842,0.07927960955937952,10,6722.0,1.5
Everything You Need to Know as a Computer Science Student,aDfqRbGk_Yk,2019-11-22,computer science,6557.0,215.0,179728.0,2019,11,22,Friday,3.7678949974684106,3.64827045162439,0.11962454584402071,10,642.0,1.6
The Traveling Salesman Problem: When Good Enough Beats Perfect,GiDsjIBOVoA,2022-07-26,computer science,7812.0,408.0,143959.0,2022,7,26,Tuesday,5.709919422061684,5.426507363156433,0.28341205890525145,10,2411.0,1.4
Online Computer Science Bachelor&#39;s - Colorado State University,ec5vegLMkTM,2021-01-20,computer science,32.0,5.0,83073.0,2021,1,20,Wednesday,0.044538604136071455,0.03851987384741315,0.006018730288658305,3,0.0,1.0
Electronic Computing: Crash Course Computer Science #2,LN0ucKNX0hc,2017-03-01,computer science,32189.0,878.0,1750656.0,2017,3,1,Wednesday,1.888833734992063,1.8386811351395507,0.05015259985251252,10,2704.0,1.9
My College Advice for Computer Science Majors (after graduating 6 years ago),DUnjnfcpn3M,2020-06-10,computer science,11395.0,542.0,282641.0,2020,6,10,Wednesday,4.223363831277729,4.031601814309268,0.19176201696846187,10,4618.0,1.2
Data Structures - Computer Science Course for Beginners,zg9ih6SVACc,2020-09-08,computer science,22667.0,588.0,939411.0,2020,9,8,Tuesday,2.4754846648754754,2.412892319876689,0.06259234499878646,10,1546.0,1.7
Conquering Math as a Computer Science Student,yKJz5IntDW8,2018-08-10,computer science,4440.0,307.0,95826.0,2018,8,10,Friday,4.953718680538888,4.63334968223987,0.320368998299018,10,1007.0,1.6
Kirby’s Dream Buffet – Overview Trailer – Nintendo Switch,mQqVCYDD3sA,2022-08-11,nintendo,40994.0,3946.0,1115596.0,2022,8,11,Thursday,4.028336397462525,3.674624438753421,0.3537119587091037,10,8193.0,2.0
Sonic Frontiers - Story Trailer - Nintendo Switch,zDZAbmxP7Yw,2022-08-23,nintendo,33773.0,4225.0,655844.0,2022,8,23,Tuesday,5.793746998147428,5.149539906532794,0.6442070916146345,10,9634.0,1.8
Top 10 Nintendo 3DS Games| The Completionist,Yaf9h-Rceus,2022-08-24,nintendo,5333.0,883.0,87181.0,2022,8,24,Wednesday,7.129912137826616,6.117088389805235,1.0128237480213806,10,782.0,1.9
Splatoon 3 Direct - Nintendo Switch,aiuIZN0KDFQ,2022-08-10,nintendo,93512.0,11770.0,2467290.0,2022,8,10,Wednesday,4.267109149265328,3.790067730154246,0.4770414191110818,10,10160.0,1.8
Nintendo&#39;s Surprising Event Revealed And Tons of New Games Get Announced | News Wave,z7SGxS0h8YQ,2022-08-24,nintendo,4996.0,791.0,86658.0,2022,8,24,Wednesday,6.677898429476453,5.765125376475611,0.9127730530008423,10,298.0,1.3
Nintendo Direct Mini: Partner Showcase | 6.28.2022,dKB3WXRWTCM,2022-06-28,nintendo,93420.0,11201.0,2745019.0,2022,6,28,Tuesday,3.811301921297477,3.4032538925035154,0.4080480287939614,10,8245.0,1.9
We&#39;ve Played Splatoon 3 - Is It Any Good?,I0wIauQ0wMs,2022-08-24,nintendo,2677.0,390.0,51017.0,2022,8,24,Wednesday,6.011603747696891,5.24716766631385,0.7644360813830413,10,1034.0,1.8
Mario Kart 8 Deluxe — Booster Course Pass - Wave 2 Release Date - Nintendo Switch,xBly7QHQkYA,2022-07-28,nintendo,88302.0,10753.0,2173854.0,2022,7,28,Thursday,4.556651662599391,4.06200045541216,0.4946512071872319,10,19387.0,1.8
Nintendo Switch OLED Kirby Edition,uS5exTLvQVo,2022-08-24,nintendo,959.0,87.0,9269.0,2022,8,24,Wednesday,11.28371089536138,10.345199568500538,0.9385113268608414,10,47.0,1.4
Xenoblade Chronicles 3 Direct - Nintendo Switch,hoHvpS2x8us,2022-06-22,nintendo,27953.0,6430.0,848504.0,2022,6,22,Wednesday,4.052185903441936,3.294382472701988,0.7578034307399485,10,4411.0,2.0
ON A JOUE A SPLATOON 3 EN AVANT PREMIERE SUR NINTENDO SWITCH !,_sapOflid6o,2022-08-24,nintendo,3465.0,317.0,59232.0,2022,8,24,Wednesday,6.384954332888762,5.849779683622305,0.5351746492664562,10,114.0,1.6
Denuvo Is Bringing DRM To Nintendo Switch - And This Is NOT GOOD!,QrW6gVz7H5M,2022-08-24,nintendo,2208.0,837.0,37340.0,2022,8,24,Wednesday,8.154575399694705,5.913071422832812,2.2415039768618943,10,726.0,0.6
Nintendo Switch games that will be NOSTALGIC...,U_VQPOYJxpI,2022-08-24,nintendo,7455.0,160.0,71578.0,2022,8,24,Wednesday,10.63859511868006,10.415065871275095,0.22352924740496513,10,343.0,1.3
LEGO Star Wars: The Skywalker Saga Nintendo Switch NEW PATCH Review!,tDdvopwhCaE,2022-08-23,nintendo,697.0,120.0,17418.0,2022,8,23,Tuesday,4.690280727940754,4.001377805844193,0.6889029220965612,10,166.0,1.4
Deep Cut: Anarchy Rainbow - Splatoon 3 - Nintendo Switch,DtMOAvOWTvY,2022-08-10,nintendo,59959.0,5338.0,1310018.0,2022,8,10,Wednesday,4.984431523512255,4.576956517424557,0.407475006087698,10,31100.0,1.8
"🚨 DÉPÊCHEZ-VOUS 🚨 Ces PROMOS disparaissent bientôt du PS Store, Xbox Store, Nintendo eShop...",96mrgd8-3yE,2022-08-24,nintendo,406.0,57.0,13184.0,2022,8,24,Wednesday,3.5115661736822146,3.079256731133864,0.4323094425483504,10,6.0,0.7
Nintendo&#39;s Big Switch Reveal Means No Direct? + PSVR 2 Coming Soon!,cCyPBq_u638,2022-08-23,nintendo,1897.0,349.0,36948.0,2022,8,23,Tuesday,6.078648948550705,5.13410376464857,0.9445451839021353,10,132.0,1.5
This &quot;Nintendo Switch Lite OLED PRO&quot; can play ANYTHING!,T17B7v6T8W4,2022-08-23,nintendo,7166.0,897.0,156610.0,2022,8,23,Tuesday,5.148425078698176,4.575668375784588,0.5727567029135884,10,498.0,1.6
Splatoon 3 Direct – 10/08/2022,QkQ2TlVoXVg,2022-08-10,nintendo,4122.0,567.0,112040.0,2022,8,10,Wednesday,4.185075106434252,3.679010362278095,0.5060647441561571,10,1688.0,1.6
Nintendo Switch: Unboxing &amp; Review,y9b2vxjP0po,2017-03-09,nintendo,54951.0,6290.0,5370346.0,2017,3,9,Thursday,1.1403546176811294,1.0232299700559386,0.1171246476251907,10,3487.0,1.7
Nintendo Switch ATTENTION HOGWARTS LEGACY DIFFERENCES 😱❌⚠️ &amp; COLLECTOR à 300€ &amp; PAS SUR SWITCH ❌,LL2H1ksXocA,2022-08-24,nintendo,760.0,80.0,11630.0,2022,8,24,Wednesday,7.222078927005417,6.534261886338235,0.6878170406671825,10,22.0,1.3
18 AMAZING Nintendo Switch secrets! 🔥😱🤯,tOtVkaGqtbQ,2022-07-31,nintendo,3769.0,590.0,180396.0,2022,7,31,Sunday,2.416337300509432,2.089280863872459,0.32705643663697287,10,299.0,1.9
Nintendo Switch OLED Review Vs Original | One Month Later,TlBU5LfBEcM,2021-11-03,nintendo,8058.0,662.0,566503.0,2021,11,3,Wednesday,1.539265389123466,1.4224083148574416,0.11685707426602461,10,1243.0,1.7
Pokémon Presents | 08.03.2022,ojiBuA97rdc,2022-08-03,nintendo,119930.0,11926.0,3432799.0,2022,8,3,Wednesday,3.841062689349802,3.4936494989512936,0.34741319039850854,10,16740.0,1.7
Evolution of Nintendo [1889-2022],q6S7VOi3E5k,2021-03-06,nintendo,92823.0,5623.0,8295441.0,2021,3,6,Saturday,1.186748096123148,1.118963884022093,0.06778421210105501,10,3190.0,1.8
Splatoon 3: Early Switch Multiplayer Hands-on - How Is Nintendo&#39;s Shooter Shaping Up?,JDB-Vm4eqTk,2022-08-24,nintendo,2104.0,481.0,46065.0,2022,8,24,Wednesday,5.61151391481787,4.567359874962011,1.044154039855859,10,437.0,1.9
OLED Nintendo Switch Unboxing!,46C33cO4A3c,2021-11-15,nintendo,20892.0,976.0,640120.0,2021,11,15,Monday,3.4162291191821548,3.263757945763379,0.1524711734187755,10,1341.0,2.0
The WEIRD Nintendo Switch Accessories on Amazon,aJ8ZOtE--_g,2021-09-29,nintendo,79878.0,3067.0,2750006.0,2021,9,29,Wednesday,3.016174140647642,2.90464715180725,0.11152698884039204,10,7748.0,1.6
"I Customized A Nintendo Switch In 10 Hours, 1 Hour, 10 Minutes, 1 Minute &amp; 10 Seconds - Challenge",28RxpkcVAFw,2021-02-28,nintendo,565673.0,35186.0,31667627.0,2021,2,28,Sunday,1.8973918728614596,1.7862815617260628,0.11111031113539668,10,25425.0,2.0
Nintendo employees when their joycons drift,sgNyDjjDCD4,2021-02-26,nintendo,350411.0,15822.0,6058858.0,2021,2,26,Friday,6.044586942855082,5.783448665829655,0.26113827702542675,10,91661.0,0.6
Nintendo BIG ANNOUNCEMENT Revealed Just Now…,kmgWldPQ6t0,2022-08-23,nintendo,2179.0,324.0,55298.0,2022,8,23,Tuesday,4.526302464782365,3.940396752201667,0.5859057125806977,10,150.0,1.9
Top 10 Must Have Nintendo Switch Games! 2022 Guide,AsuXEeDKRoQ,2022-05-17,nintendo,7785.0,331.0,621651.0,2022,5,17,Tuesday,1.3055535894680625,1.2523083654520535,0.05324522401600896,10,838.0,1.6
Bayonetta 3 - Release Date Revealed - Nintendo Switch,gOGJGv6OoXA,2022-07-13,nintendo,43557.0,4766.0,514758.0,2022,7,13,Wednesday,9.387499781451126,8.461629616966386,0.9258701644847396,10,4933.0,1.9
Nintendo Switch Online Is About To Get VERY Interesting In 2022...,LoumzWmxUDo,2022-08-16,nintendo,3016.0,573.0,56101.0,2022,8,16,Tuesday,6.397276389433531,5.375922427007949,1.0213539624255819,10,313.0,1.2
