Title,Video ID,Published At,Keyword,Likes,Comments,Views,Year,Month,Day,Day_of_Week,Engagement_Rate,Like_Rate,Comment_Rate,Total_Comments,Total_Comment_Likes,Avg_Sentiment
you need to learn SQL RIGHT NOW!! (SQL Tutorial for Beginners),xiUTqnI6xk8,2022-08-17,tutorial,10669.0,1149.0,223700.0,2022,8,17,Wednesday,5.282944644860773,4.7693126092418,0.5136320356189735,10,835.0,1.8
How to Design a Tutorial,45csSEotJY8,2022-07-05,tutorial,8433.0,882.0,151493.0,2022,7,5,Tuesday,6.148758366667987,5.566557091369955,0.5822012752980316,10,1623.0,1.5
Lightroom Tutorial BASICS | Photo Editing Masterclass,5x3Hy7zie94,2020-10-18,tutorial,63857.0,1655.0,1564431.0,2020,10,18,Sunday,4.187590128557841,4.081800934780163,0.10578919377767777,10,1870.0,2.0
Python Tutorial - Python Full Course for Beginners,_uQrJ0TkZlc,2019-02-18,tutorial,838345.0,50531.0,28574258.0,2019,2,18,Monday,3.1107578327752963,2.9339168515271035,0.17684098124819264,10,16322.0,1.6
Learn Python - Full Course for Beginners [Tutorial],rfscVS0vtbw,2018-07-11,tutorial,880208.0,42227.0,35771194.0,2018,7,11,Wednesday,2.578708930467657,2.4606614344306923,0.11804749603696495,10,80690.0,1.7
Gordon Ramsay&#39;s perfect burger tutorial | GMA,iM_KMYulI_s,2017-05-24,tutorial,981522.0,122371.0,68512549.0,2017,5,24,Wednesday,1.611227432054419,1.432616360068338,0.1786110719860814,10,42246.0,1.5
HTML Tutorial for Beginners: HTML Crash Course,qz0aGYrrlhU,2021-01-11,tutorial,114246.0,3748.0,4416622.0,2021,1,11,Monday,2.671588677593718,2.586727461229994,0.08486121636372405,10,3983.0,1.8
EXTRA GLAM Makeup Tutorial,nf8ySuesAPg,2020-08-06,tutorial,143191.0,3883.0,7549484.0,2020,8,6,Thursday,1.9481328858855937,1.896698913899425,0.05143397198616859,10,563.0,1.9
Reacting to people following my wolf cut tutorial,3yYU1BOrSo8,2022-01-30,tutorial,216934.0,4192.0,5656681.0,2022,1,30,Sunday,3.909111383669791,3.8350043364643795,0.07410704720541123,10,38561.0,1.9
179 Minecraft Build Hacks!,sNRcVXkZjWM,2022-07-03,tutorial,205557.0,4239.0,7783157.0,2022,7,3,Sunday,2.6955125413103525,2.6410487876514908,0.054463753658861865,10,8128.0,1.5
Gordon Ramsay&#39;s Top Basic Cooking Skills | Ultimate Cookery Course FULL EPISODE,FTociictyyE,2019-11-07,tutorial,132845.0,3878.0,7975584.0,2019,11,7,Thursday,1.7142692354228561,1.6656458429068215,0.048623392516034876,10,10940.0,1.9
31 Tricks to Become a Minecraft Building Pro,bJQV9JHiMho,2022-08-12,tutorial,74900.0,1841.0,1454316.0,2022,8,12,Friday,5.276772533085978,5.150183900758913,0.12658863232706485,10,3773.0,1.3
30 Easy DIY Projects For Beginners That Increase Your Home Value,2G5f_LpdLh0,2018-06-01,tutorial,76010.0,788.0,7906241.0,2018,6,1,Friday,0.971359085643976,0.9613922771400116,0.009966808503964336,10,76.0,1.7
Clean Girl On The Go Makeup Tutorial | Christen Dominique,NlAxapKT0x8,2022-02-04,tutorial,18780.0,514.0,679453.0,2022,2,4,Friday,2.839632999437784,2.763984022465097,0.07564897697268688,10,476.0,2.0
How to play &#39;Interstellar&#39; 🎹✨ (Cornfield Chase) Complete Piano Tutorial,nfFQm82IqUc,2022-08-05,tutorial,4315.0,203.0,83902.0,2022,8,5,Friday,5.384789578441771,5.142843521685756,0.24194605675601585,10,169.0,1.9
Tutorials That Went Wrong - Part 2,Ayhct2DylC4,2022-07-06,tutorial,23977.0,1964.0,925547.0,2022,7,6,Wednesday,2.8027719794111166,2.590573368426057,0.21219861098505965,10,2575.0,1.1
TypeScript Tutorial for Beginners [2022],d56mG7DezGs,2022-05-23,tutorial,4985.0,576.0,191830.0,2022,5,23,Monday,2.898905807716167,2.598641512581387,0.3002642951347801,10,249.0,1.7
Facing My Worst Fears... Makeup Challenge! | NikkieTutorials,Qb_u2M9Wrsk,2022-05-23,tutorial,44083.0,3332.0,870453.0,2022,5,23,Monday,5.447157460359766,5.064368708742794,0.3827887516169723,10,6126.0,1.6
Lisa Rinna’s Guide to Ageless Skin and Her Signature Plush Lips | Beauty Secrets | Vogue,mpS6UNfnajw,2020-11-19,tutorial,63543.0,2634.0,1642556.0,2020,11,19,Thursday,4.028901280138224,3.86854154832983,0.16035973180839386,10,4927.0,1.5
Sony a7R III Training Tutorial,ExqpymyUFt4,2018-02-01,tutorial,12050.0,697.0,793228.0,2018,2,1,Thursday,1.606976043488072,1.5191073447894619,0.08786869869861037,10,82.0,2.0
Drawing faces tutorial,oQm8Df4UYNw,2021-03-05,tutorial,101457.0,955.0,1684678.0,2021,3,5,Friday,6.07902158215304,6.0223342250957,0.05668735705733852,10,7846.0,1.5
How to Get Waves (5 Step Tutorial) | GQ,WJD8P9Fi1yc,2021-08-20,tutorial,18184.0,601.0,622551.0,2021,8,20,Friday,3.017418625271463,2.9208805047610484,0.09653812051041519,10,2837.0,1.6
Tutorial -  Friday Night Funkin&#39; OST,V-7nSV5M3Bk,2020-12-01,tutorial,47823.0,2897.0,3335591.0,2020,12,1,Tuesday,1.5205696619970308,1.4337185123360412,0.08685114966098972,10,29543.0,1.8
"FANTASTIC BEAUTY TUTORIAL | Amazing Hair Dyeing Techniques, Nail Art Ideas And Makeup Trends",h3Xpc1KoCbM,2022-01-09,tutorial,93094.0,1136.0,26355125.0,2022,1,9,Sunday,0.35753955416490896,0.3532291972347239,0.004310356930185042,10,35.0,1.8
EVERYDAY SUMMER MAKEUP TUTORIAL ...,GMsrRe_4akE,2022-07-28,tutorial,12502.0,1115.0,203851.0,2022,7,28,Thursday,6.679846162902497,6.1328807173832,0.5469654455192983,10,1742.0,2.0
Hailey Bieber&#39;s Date Night Skin Care &amp; Makeup Routine | Beauty Secrets | Vogue,O_qgaOUR3Fo,2022-06-15,tutorial,121477.0,2653.0,3218250.0,2022,6,15,Wednesday,3.8570639766755295,3.7746278957110553,0.08243608096447418,10,23058.0,1.9
How to Get Sturdy in 2022 | Dance Tutorial,bRE4ehYNvIY,2022-01-03,tutorial,41409.0,1025.0,1253037.0,2022,1,3,Monday,3.386489475977584,3.3046882855907005,0.08180119038688372,10,4659.0,1.6
Learn to JUGGLE 3 BALLS - Beginner Tutorial,dCYDZDlcO6g,2019-09-17,tutorial,29065.0,2375.0,1592794.0,2019,9,17,Tuesday,1.9738886674054101,1.8247797111367123,0.1491089562686975,10,1726.0,1.8
25 Features Mojang Keeps a Secret,o9gQBGk1XaE,2022-08-14,tutorial,97091.0,2989.0,2417577.0,2022,8,14,Sunday,4.139680291597624,4.0160441565897775,0.12363613500784669,10,1938.0,1.8
Euphoria’s Alexa Demie Shares Her ’90s Glam Tutorial | Beauty Secrets | Vogue,UxQg3_Cmwhw,2019-07-30,tutorial,869059.0,12196.0,21485819.0,2019,7,30,Tuesday,4.101565590701216,4.044802572115004,0.056763018586211744,10,80957.0,1.6
"BACK TO SCHOOL HAIR TUTORIAL! | Elementary, Middle, and High School!",ZIJpiMXOaUg,2022-08-23,tutorial,10595.0,826.0,345071.0,2022,8,23,Tuesday,3.30974405341494,3.0703737191078964,0.23937033430704316,10,626.0,1.9
How to Moonwalk (Dance Moves Tutorial) | Mihran Kirakosian,QGm6v9-1ZBU,2017-02-01,tutorial,190593.0,5568.0,11034311.0,2017,2,1,Wednesday,1.7777365729734669,1.7272757920928825,0.05046078088058412,10,22114.0,1.7
20 Minecraft Block Facts You Maybe Didn&#39;t Know,LeC5yJq4tsI,2022-08-21,tutorial,57526.0,1115.0,1204024.0,2022,8,21,Sunday,4.87041382031104,4.777807769772222,0.09260605053881772,10,1358.0,1.3
SPEAKING DUTCH ONLY Makeup Tutorial! | NikkieTutorials,jL0qadiKDlQ,2019-07-18,tutorial,407460.0,40969.0,11745320.0,2019,7,18,Thursday,3.8179373726780224,3.46912613116321,0.3488112415148126,10,93132.0,1.3
Tutorials That Went WRONG,cHU8kPS9vEY,2021-09-08,tutorial,186142.0,5329.0,5646817.0,2021,9,8,Wednesday,3.3907768941729657,3.29640516127844,0.09437173289452573,10,15219.0,1.8
Tutorial 😍 do u want to see the result? XO TEAM TIKTOK Elsarca #xoteam #elsarca #tiktok,ud9TRfHA1EM,2022-07-25,tutorial,375997.0,2031.0,7009241.0,2022,7,25,Monday,5.39327933034699,5.364303301269953,0.02897602907703857,10,92.0,1.4
the minecraft tutorial world had a secret...,lMmqdJG1i94,2022-03-29,tutorial,702681.0,15608.0,7892369.0,2022,3,29,Tuesday,9.101055829871129,8.90329520790333,0.19776062196779925,10,18236.0,1.5
Musica Tutorial completa FNF  (Friday Night Funkin&#39;),YddlgO8ZN00,2021-01-22,tutorial,8851.0,287.0,525488.0,2021,1,22,Friday,1.7389517192557788,1.684335923301915,0.05461579595386392,10,497.0,1.4
The best and worst retail trading platforms: Finance professor,54CXEWwy5U4,2022-08-23,finance,113.0,32.0,5110.0,2022,8,23,Tuesday,2.83701819604774,2.210917628644101,0.6261005674036392,9,27.0,0.7777777777777778
Bajaj Finance Decade&#39;s Top Wealth Creator | Wonderful Wednesday | Parimal Ade &amp; Aastha Khurana,ZtiuDBnbYmk,2022-08-24,finance,954.0,81.0,13991.0,2022,8,24,Wednesday,7.397084048027444,6.8181818181818175,0.5789022298456261,10,28.0,2.0
"Tech firms can&#39;t hide behind advertising rules with financial products, says CFPB chief",0vEdNPoeemQ,2022-08-22,finance,40.0,14.0,2783.0,2022,8,22,Monday,1.9396551724137931,1.4367816091954022,0.5028735632183908,1,11.0,2.0
"Housing: ‘This might be almost the worst time you could buy,’ Columbia Business School Professor C",gwCWtTzf4Ss,2022-08-22,finance,765.0,319.0,100366.0,2022,8,22,Monday,1.0800362669004753,0.7622027160321619,0.3178335508683133,10,242.0,0.7
"Intel, Brookfield ink $30 billion financing deal for chip factory expansion",gNC_d2G_Eyo,2022-08-23,finance,59.0,23.0,7093.0,2022,8,23,Tuesday,1.1559063997744572,0.8316887510572314,0.3242176487172258,10,10.0,0.7
Student loan forgiveness a &#39;lose-lose&#39; for Biden: Yahoo Finance’s Rick Newman,TnOvQ7Tae8I,2022-08-24,finance,13.0,21.0,1485.0,2022,8,24,Wednesday,2.2880215343203227,0.8748317631224763,1.4131897711978465,5,23.0,0.8
Where the ultra-wealthy are allocating their assets: Survey,RqziFH-RdJI,2022-08-20,finance,346.0,65.0,29751.0,2022,8,20,Saturday,1.3814197364883034,1.162947028771175,0.21847270771712823,10,171.0,0.8
Friday Finance | Season 03 | Trailer | Web Series | Hindustan Times,V6hofBnlJLY,2022-08-18,finance,16.0,3.0,83121.0,2022,8,18,Thursday,0.022857967806356922,0.01924881499482688,0.0036091528115300402,3,0.0,1.0
The European Energy CRISIS (Winter Is Coming),5_NdbRUNjoY,2022-08-22,finance,1834.0,500.0,39296.0,2022,8,22,Monday,5.939384685853882,4.667022927958877,1.2723617578950046,10,277.0,0.7
White House Press Briefing,KoAXaMX_Bq8,2022-08-24,finance,44.0,6.0,2597.0,2022,8,24,Wednesday,1.924557351809084,1.6936104695919936,0.23094688221709006,4,6.0,0.5
"Food prices, gas and housing: Financial content creator weighs in",REEBfd1EbhI,2022-08-21,finance,66.0,13.0,3882.0,2022,8,21,Sunday,2.0345093999484933,1.69971671388102,0.3347926860674736,10,11.0,1.2
"Recession fears? Canadians cutting spending, worried about debt levels | Financial planner reacts",JpleDvbCvbE,2022-08-22,finance,36.0,40.0,6709.0,2022,8,22,Monday,1.1326378539493294,0.5365126676602087,0.5961251862891207,10,102.0,0.3
"Ethereum merge: ‘This is a huge milestone for the industry,’ Framework Ventures co-founder says",fkzjkU2Pemk,2022-08-21,finance,124.0,72.0,7816.0,2022,8,21,Sunday,2.5073557630804655,1.5862862990917233,0.9210694639887425,9,212.0,1.3333333333333333
"1. Introduction, Financial Terms and Concepts",wvXDB9dMdEo,2015-01-06,finance,53635.0,1650.0,6224649.0,2015,1,6,Tuesday,0.8881623866402127,0.8616548721614871,0.026507514478725715,10,2203.0,1.9
"Stocks moving in after hours: Nordstrom, Urban Outfitters, Intuit, Toll Brothers, AMC and APE",7RvBj9r5Dhg,2022-08-23,finance,29.0,2.0,2285.0,2022,8,23,Tuesday,1.3560804899387575,1.268591426071741,0.08748906386701663,1,0.0,1.0
William Ackman: Everything You Need to Know About Finance and Investing in Under an Hour | Big Think,WEDIj9JBTC8,2012-11-27,finance,213398.0,13619.0,9450554.0,2012,11,27,Tuesday,2.4021552173390877,2.2580472787047956,0.14410793863429183,10,5061.0,1.4
Money and Finance: Crash Course Economics #11,Dugn51K_6WA,2015-10-14,finance,17269.0,903.0,1366364.0,2015,10,14,Wednesday,1.3299520991828684,1.2638643407874177,0.06608775839545071,10,791.0,1.7
"Stocks moving in after hours: Bed Bath &amp; Beyond, Apple, Tesla, Walmart, Target",dCfCJ1kAPeQ,2022-08-19,finance,68.0,40.0,7325.0,2022,8,19,Friday,1.4742014742014742,0.9282009282009281,0.546000546000546,7,184.0,1.2857142857142858
Is the real estate market sliding into a &#39;house recession&#39;?,eQeoqm8q1m8,2022-08-18,finance,96.0,45.0,12456.0,2022,8,18,Thursday,1.1318937143774586,0.7706510395761419,0.36124267480131655,10,191.0,0.9
U.S. Defense briefing on aid to Ukraine at 2:30PM EST,wjhbTqGt5tc,2022-08-24,finance,14.0,3.0,1195.0,2022,8,24,Wednesday,1.4214046822742474,1.1705685618729096,0.2508361204013378,1,2.0,1.0
"Mohamed El-Erian predicts Fed moves and the housing market: August 21, 2013",12VhIiNsmoQ,2022-08-21,finance,490.0,185.0,32926.0,2022,8,21,Sunday,2.049989370425487,1.4881404318644273,0.5618489385610593,10,99.0,1.3
&#39;One Man&#39;s Freebie Is Another Man&#39;s Social Spending&#39;: Tamil Nadu Finance Minister | No Spin,Z1zGF078tWw,2022-08-17,finance,4590.0,1035.0,255706.0,2022,8,17,Wednesday,2.199783345782478,1.7950232101585017,0.4047601356239759,10,2557.0,1.6
Seven Steps to Financial Wellness | Arpit Arora | TEDxChowringhee,FoLhnfKA-B4,2022-08-19,finance,69.0,2.0,3534.0,2022,8,19,Friday,2.0084865629420086,1.9519094766619518,0.056577086280056574,1,2.0,1.0
Chappelle&#39;s Show - Wu-Tang Financial (ft. RZA and GZA) - Uncensored,zhUnEg0he4A,2017-12-31,finance,39868.0,1068.0,2797148.0,2017,12,31,Sunday,1.463490146574244,1.4253084122440385,0.038181734330205504,10,27305.0,1.2
"Fed: &#39;Things break&#39; when you start quantitative tightening, strategist says",C0YBeTs3Sr0,2022-08-19,finance,83.0,32.0,8862.0,2022,8,19,Friday,1.297529053367934,0.9364774906916393,0.3610515626762947,6,19.0,0.8333333333333334
"Why eggs are becoming more expensive, according to Vital Farms CEO",PMbu27Yjs40,2022-08-20,finance,51.0,36.0,4384.0,2022,8,20,Saturday,1.9840364880273658,1.1630558722919042,0.8209806157354618,10,30.0,0.8
Tamil Nadu Finance Min Palanivel Thiagarajan&#39;s Viral &amp; Fiery Retort To Modi Govt On Freebies,DUi-noArzW8,2022-08-17,finance,19621.0,7087.0,890196.0,2022,8,17,Wednesday,3.000234779492629,2.2041188635773876,0.7961159159152412,10,1296.0,1.2
Gravitas Plus | Financial Literacy: The need of the hour,7oj6gpAbYgw,2021-07-11,finance,37925.0,3545.0,1213867.0,2021,7,11,Sunday,3.4163516955715116,3.1243100567771784,0.2920416387943335,7,86.0,1.7142857142857142
India Today is a Miracle…But That Miracle is Under Threat—Tamil Nadu Finance Minister P Thiaga Rajan,ZMsam_0CObA,2022-08-20,finance,24181.0,4776.0,608005.0,2022,8,20,Saturday,4.762617474169663,3.9770989102081233,0.7855185639615397,10,2032.0,1.9
10 personal finance lessons that changed my life,bMXTGGxrQ3A,2021-11-03,finance,29610.0,1473.0,637152.0,2021,11,3,Wednesday,4.878420096899803,4.647235436386551,0.23118466051325193,10,1402.0,1.6
Finance experts on the prospect of Sir Jim Ratcliffe buying a stake in Manchester United,_kGzxVf02M0,2022-08-18,finance,1692.0,268.0,93564.0,2022,8,18,Thursday,2.0948004061347723,1.8083685138673649,0.2864318922674077,10,456.0,0.7
&#39;A Storm Is Brewing: Steve Forbes Warns That A &#39;Big Financial Crisis&#39; Is Coming | What&#39;s Ahead,mAukJsMg_xI,2022-07-14,finance,2236.0,595.0,118523.0,2022,7,14,Thursday,2.388545779757686,1.886537747629172,0.5020080321285141,10,716.0,1.0
Become a Master of Finance with Harvard Professor Mihir Desai (with Lewis Howes),oSGld-eY7BM,2017-08-02,finance,4894.0,201.0,196484.0,2017,8,2,Wednesday,2.5930732625900195,2.4907753772552614,0.10229788533475836,10,380.0,2.0
"Finance influencer talks social media, retail hacks, and what to know when you travel",jNA6j8rsa3s,2022-08-20,finance,57.0,13.0,2548.0,2022,8,20,Saturday,2.7461749705766967,2.236171047469596,0.5100039231071009,4,8.0,1.5
Ed Hyman: The Economy is Doing OK,vkBWC70edhw,2022-08-19,finance,319.0,180.0,29180.0,2022,8,19,Friday,1.7100167917480553,1.093177067269799,0.6168397244782564,10,587.0,1.1
Introduction to Corporate Finance - FREE Course,5eGRi66iUfU,2016-11-19,finance,19352.0,597.0,1344472.0,2016,11,19,Saturday,1.4837784023926104,1.4393743868415358,0.044404015551074656,10,481.0,1.9
No Consideration of Charges for UPI Services | Cleared Finance Ministrer Nirmala |,RbT6GksZOmk,2022-08-22,finance,404.0,30.0,22593.0,2022,8,22,Monday,1.9208639461804018,1.7880853323891297,0.132778613791272,10,65.0,1.0
"Personal finance: How to save, spend, and think rationally about money | Big Think",0uYnj1i1EQw,2020-09-23,finance,40534.0,1851.0,1257676.0,2020,9,23,Wednesday,3.370102180448557,3.2229260772042427,0.1471761032443147,10,4947.0,1.2
BJP Slams Tamil Nadu Finance Minister Palanivel Thiagarajan For Questioning Centre On Freebies,KuttwkM3LEc,2022-08-17,finance,1289.0,1852.0,189066.0,2022,8,17,Wednesday,1.6613158298380997,0.6817688967403089,0.9795469330977907,10,8169.0,1.3
bitcoin holders...what are these guys up to?,Rhbmn9elNcc,2022-08-24,crypto,2713.0,115.0,46082.0,2022,8,24,Wednesday,6.136753249571425,5.887203524076123,0.24954972549530194,10,41.0,1.3
I got sued,B95xYAfRCtY,2022-08-23,crypto,34468.0,4428.0,390348.0,2022,8,23,Tuesday,9.96441645809263,8.83004695797863,1.1343695001140006,10,4249.0,0.2
"The REAL REASON Bitcoin Will Hit $500,000 Per Coin By 2030 (NOT CLICKBAIT)",M5Ul0c_Wd-Q,2022-08-24,crypto,5595.0,641.0,77109.0,2022,8,24,Wednesday,8.087148229801581,7.255868240176372,0.8312799896252108,10,271.0,1.4
Attention: Bitcoin is About to Destroy New Crypto Investors (Wyckoff Analysis),U-WawEOgGLA,2022-08-23,crypto,1720.0,272.0,20600.0,2022,8,23,Tuesday,9.669433522644532,8.34910926654046,1.3203242561040727,6,9.0,1.8333333333333333
ATOM COSMOS PREND SON ENVOL 🔥 DOSSIER MAJEUR DES BLOCKCHAINS 💎 #atom #cosmos #crypto #ethereum,TbAo2-I_UcU,2022-08-24,crypto,230.0,95.0,2201.0,2022,8,24,Wednesday,14.759309718437782,10.44504995458674,4.3142597638510445,9,7.0,1.3333333333333333
Youtuber Gets Sued By Crypto Millionaire,uPZOzWFr5KU,2022-08-24,crypto,27738.0,2355.0,474368.0,2022,8,24,Wednesday,6.34379565275134,5.847346685807884,0.49644896694345547,10,6615.0,0.9
China&#39;s Economic CRASH: Why It&#39;s Coming &amp; What It Means,JJeWBxhXWGM,2022-08-23,crypto,12829.0,802.0,192740.0,2022,8,23,Tuesday,7.072184952864206,6.656082514877477,0.4161024379867283,10,642.0,2.0
woah...pay attention to bitcoin and these crypto,fhfcEigOfqA,2022-08-24,crypto,3405.0,171.0,57692.0,2022,8,24,Wednesday,6.198325620092559,5.901929176849878,0.2963964432426811,9,175.0,1.3333333333333333
ALERT!!!!!!!! BITCOIN BREAKOUT NOW!!!!!?!! BUT… THIS IS VERY SCARY!!!! [watch fast]🚨,wX4_IbxeDpU,2022-08-24,crypto,1908.0,199.0,23786.0,2022,8,24,Wednesday,8.857779459368563,8.02118804388952,0.8365914154790433,10,48.0,1.3
Top Crypto Experts On Ethereum Merge! (DXY vs Bitcoin),M9ASq40D1P8,2022-08-23,crypto,3400.0,170.0,45779.0,2022,8,23,Tuesday,7.79816513761468,7.426823940585408,0.37134119702927043,10,71.0,1.3
"Rep. Boebert skips crypto reporting cutoff, and cutting emissions with blockchain: CNBC Crypto World",E3R0mnnMP0k,2022-08-24,crypto,212.0,429.0,6443.0,2022,8,24,Wednesday,9.947237740533831,3.2898820608317814,6.657355679702048,9,381.0,1.6666666666666667
The Next 72 Hours Could Make Or Break You! (Bitcoin &amp; Crypto Analysis),fatt4mTXxeI,2022-08-24,crypto,1700.0,60.0,21012.0,2022,8,24,Wednesday,8.375767382096798,8.090229857707133,0.2855375243896635,10,36.0,1.6
Coinbase CEO Brian Armstrong on managing the crypto winter,GAUDp-iw6z0,2022-08-23,crypto,90.0,138.0,7050.0,2022,8,23,Tuesday,3.233583888810098,1.2764146929513545,1.9571691958587434,6,384.0,1.0
BITCOIN BREAKOUT IN 48 HOURS!!!!! I&#39;M SHAKING!!!!!,9Nv6cfEbWjs,2022-08-23,crypto,765.0,463.0,9585.0,2022,8,23,Tuesday,12.810348424786147,7.980388065929481,4.829960358856666,10,1071.0,1.4
MAJOR Indicator Flashes | But What Does It Mean For Bitcoin?,fABgTl593C4,2022-08-23,crypto,2645.0,102.0,35571.0,2022,8,23,Tuesday,7.722365905768582,7.4356235241200945,0.2867423816484876,9,16.0,1.5555555555555556
THIS WILL SHOCK EVERYONE!!!!!,lDcqVQnptw8,2022-08-24,crypto,827.0,568.0,8502.0,2022,8,24,Wednesday,16.405974361989887,9.725979066211925,6.67999529577796,10,1615.0,1.9
is the BITCOIN crash almost over or is it just getting started? Crypto News Today,JpJ2-wjxzCE,2022-08-24,crypto,626.0,49.0,7989.0,2022,8,24,Wednesday,8.448060075093867,7.83479349186483,0.6132665832290363,10,13.0,1.7
GET READY FOR 25th-27th AUGUST !!!,L1IriPbz1EU,2022-08-24,crypto,2015.0,239.0,18216.0,2022,8,24,Wednesday,12.373058132513586,11.061096777735083,1.3119613547785036,5,3.0,1.8
One Asset Is About To Smash Bitcoin | Can You Still Invest?,WTsmsij8ge4,2022-08-24,crypto,3179.0,184.0,43235.0,2022,8,24,Wednesday,7.778240355259506,7.352669072069571,0.4255712831899343,9,53.0,1.1111111111111112
48 HOURS UNTIL THE CRYPTO MARKET &quot;KNOWS!&quot; (CRUCIAL TIME FOR CRYPTO!),8JE0yOUAFmM,2022-08-24,crypto,431.0,154.0,4247.0,2022,8,24,Wednesday,13.771186440677965,10.145951035781545,3.6252354048964217,7,99.0,1.7142857142857142
🚨 39 Days Until Europe’s Economic Death 🚨  [Russia Gas Crisis],ROcNcDiicGI,2022-08-24,crypto,1992.0,216.0,25115.0,2022,8,24,Wednesday,8.791208791208792,7.931199235547062,0.8600095556617295,10,88.0,0.8
🔥5 CRYPTO COINS TO DCA SOON &amp; MAKE F*** YOU MONEY?! (URGENT!),uTrnjvYD1Bo,2022-08-23,crypto,1450.0,238.0,15689.0,2022,8,23,Tuesday,10.758444869343531,9.241555130656469,1.5168897386870617,9,15.0,1.8888888888888888
Critical Ethereum Bug (Bitcoin Struggles for Momentum),Q_zgBWGwRpI,2022-08-24,crypto,1462.0,83.0,25316.0,2022,8,24,Wednesday,6.102618793695935,5.77477584231939,0.3278429513765454,10,43.0,1.5
CRYPTO ABOUT TO REACT TO ECONOMIC COLLAPSE,mLXELbuQNQQ,2022-08-23,crypto,1324.0,249.0,30328.0,2022,8,23,Tuesday,5.186455207886842,4.365458801806851,0.8209964060799895,10,530.0,1.4
all eyes on these two...what will they do to bitcoin and markets?,bsWdHTTvn10,2022-08-23,crypto,2719.0,168.0,48051.0,2022,8,23,Tuesday,6.008074585865312,5.658453342212603,0.3496212436527096,10,64.0,1.3
"Takeoff, Rich The Kid - Crypto (Official Video)",EPQJHNXdJfM,2022-03-11,crypto,182663.0,6456.0,6366422.0,2022,3,11,Friday,2.970569187752683,2.8691621653163795,0.10140702243630371,10,4394.0,1.6
FRIDAY IS A &quot;MASSIVE&quot; DAY FOR CRYPTO! FIND OUT WHY!,RxFc-B0nWaQ,2022-08-23,crypto,476.0,280.0,6160.0,2022,8,23,Tuesday,12.270735270248338,7.726018503489692,4.5447167667586434,8,706.0,1.5
Raoul Pal Update: Time Is Running Out &amp; Crypto Will Not Recover Untill It Happens,rwUuug2dzk0,2022-08-24,crypto,66.0,105.0,1616.0,2022,8,24,Wednesday,10.575139146567718,4.081632653061225,6.493506493506493,9,142.0,2.0
BITBOY CRYPTO SUES @Atozy  CRAZY CRYPTO STORY,CEZ2UPYnPUU,2022-08-24,crypto,105.0,51.0,1599.0,2022,8,24,Wednesday,9.75,6.5625,3.1875,9,61.0,1.0
Warren Buffet Hates Bitcoin! (How PMI Affects Crypto),JsU8L0Vd0DM,2022-08-23,crypto,1493.0,69.0,23035.0,2022,8,23,Tuesday,6.780691092203507,6.481159923597847,0.2995311686056607,9,107.0,1.3333333333333333
THIS MARKET IS EXTREMELY DEADLY WITHOUT A PLAN...HERE&#39;S MINE,kTwoBKSefKQ,2022-08-23,crypto,3638.0,314.0,39409.0,2022,8,23,Tuesday,10.027911697538695,9.23115960416138,0.7967520933773155,8,92.0,1.375
🔥 TOP 5 CRYPTO EXPLOSIVES QUE PERSONNE NE VOIT ? 👑 Analyse Bitcoin FR ⚡,74d7rGfrW54,2022-08-24,crypto,408.0,45.0,7771.0,2022,8,24,Wednesday,5.828615542974782,5.249613998970664,0.5790015440041174,9,11.0,1.3333333333333333
BINANCE JUST SCORED A HUGE WIN FOR CRYPTO ADOPTION! [The Afternoon Brew],h-NVvKlwItY,2022-08-24,crypto,257.0,27.0,2742.0,2022,8,24,Wednesday,10.353627415238789,9.36930368209989,0.984323733138899,9,7.0,1.7777777777777777
this is not good...but will it effect bitcoin?,2POK4LI1Xt4,2022-08-23,crypto,3091.0,200.0,52909.0,2022,8,23,Tuesday,6.2199962199962195,5.841995841995843,0.378000378000378,10,66.0,1.3
"WAVE COUNT FAVORS UP, as Crypto Market and Bitcoin Pause with Stock Market Elliott Waves Deep Dive",sPrDiRxRjNI,2022-08-23,crypto,3916.0,158.0,30871.0,2022,8,23,Tuesday,13.19642394402695,12.684633324695515,0.511790619331433,10,149.0,1.8
NEW Crypto Gameplay *BROKEN LEGEND!* | Apex Legends Mobile,BrB7EgdkQ6Q,2022-08-24,crypto,357.0,101.0,10554.0,2022,8,24,Wednesday,4.339175746091899,3.382283278067267,0.9568924680246329,10,113.0,1.2
"INVESTOR BIG SHORT INI MENJUAL 98% ASETNYA, APA ARTINYA UNTUK CRYPTO⁉️",e8IkcY-5SPw,2022-08-24,crypto,92.0,55.0,2546.0,2022,8,24,Wednesday,5.771495877502945,3.6120926580290535,2.159403219473891,10,12.0,1.2
BITCOIN 4 YEAR LOW ON EXCHANGES. FTX UP 1000% &amp; VOYAGER WANTS A BONUS?,lwk6GsEsOa8,2022-08-22,crypto,2258.0,125.0,28047.0,2022,8,22,Monday,8.496149458071876,8.050484883057615,0.44566457501426127,8,23.0,0.625
"Mt. Gox - Bitcoin to $10,000 ?",Q6D14KkvK3o,2022-08-23,crypto,2539.0,314.0,36410.0,2022,8,23,Tuesday,7.835544203674713,6.9731674493971605,0.8623767542775536,6,138.0,1.3333333333333333
