country,year,value,indicator
South Sudan,2045,16602.325,Population
South Sudan,2045,16213.514,Population
South Sudan,2045,16481.423,Population
South Sudan,2045,17286.41,Population
South Sudan,2045,22546.936,Population
South Sudan,2045,13706.404,Population
South Sudan,2045,26589.303,Population
South Sudan,2045,11811.143,Population
South Sudan,2046,17509.696,Population
South Sudan,2046,18659.316,Population
South Sudan,2046,16371.972,Population
South Sudan,2046,19325.509,Population
South Sudan,2046,15550.689,Population
South Sudan,2046,17284.862,Population
South Sudan,2046,17274.981,Population
South Sudan,2046,19058.687,Population
South Sudan,2046,15253.636,Population
South Sudan,2046,15340.205,Population
South Sudan,2046,16788.585,Population
South Sudan,2046,16378.713,Population
South Sudan,2046,16672.953,Population
South Sudan,2046,17509.696,Population
South Sudan,2046,23059.409,Population
South Sudan,2046,13730.589,Population
South Sudan,2046,27379.364,Population
South Sudan,2046,11824.105,Population
South Sudan,2047,17728.337,Population
South Sudan,2047,18957.277,Population
South Sudan,2047,16516.227,Population
South Sudan,2047,19714.24,Population
South Sudan,2047,15695.526,Population
South Sudan,2047,17494.87,Population
South Sudan,2047,17470.433,Population
South Sudan,2047,19418.779,Population
South Sudan,2047,15381.248,Population
South Sudan,2047,15477.188,Population
South Sudan,2047,16967.965,Population
South Sudan,2047,16536.725,Population
South Sudan,2047,16856.901,Population
South Sudan,2047,17728.337,Population
South Sudan,2047,23601.426,Population
South Sudan,2047,13751.235,Population
South Sudan,2047,28076.095,Population
South Sudan,2047,11832.628,Population
South Sudan,2048,17938.44,Population
South Sudan,2048,19250.276,Population
South Sudan,2048,16649.53,Population
South Sudan,2048,20103.576,Population
South Sudan,2048,15829.59,Population
South Sudan,2048,17701.542,Population
South Sudan,2048,17656.104,Population
South Sudan,2048,19777.542,Population
South Sudan,2048,15502.781,Population
South Sudan,2048,15608.591,Population
South Sudan,2048,17136.856,Population
South Sudan,2048,16683.361,Population
South Sudan,2048,17029.328,Population
South Sudan,2048,17938.44,Population
South Sudan,2048,24079.169,Population
South Sudan,2048,13754.582,Population
South Sudan,2048,28837.427,Population
South Sudan,2048,11784.225,Population
South Sudan,2049,18142.896,Population
South Sudan,2049,19541.37,Population
South Sudan,2049,16774.691,Population
South Sudan,2049,20496.589,Population
South Sudan,2049,15956.129,Population
South Sudan,2049,17905.089,Population
South Sudan,2049,17834.913,Population
South Sudan,2049,20138.015,Population
South Sudan,2049,15618.84,Population
South Sudan,2049,15734.969,Population
South Sudan,2049,17298.512,Population
South Sudan,2049,16821.417,Population
South Sudan,2049,17193.208,Population
South Sudan,2049,18142.896,Population
South Sudan,2049,24457.77,Population
South Sudan,2049,13740.207,Population
South Sudan,2049,29619.102,Population
South Sudan,2049,11696.059,Population
South Sudan,2050,18341.974,Population
South Sudan,2050,19830.963,Population
South Sudan,2050,16891.911,Population
South Sudan,2050,20893.724,Population
South Sudan,2050,16075.751,Population
South Sudan,2050,18105.771,Population
South Sudan,2050,18007.13,Population
South Sudan,2050,20500.577,Population
South Sudan,2050,15730.054,Population
South Sudan,2050,15856.919,Population
South Sudan,2050,17453.583,Population
South Sudan,2050,16951.219,Population
South Sudan,2050,17348.82,Population
South Sudan,2050,18341.974,Population
South Sudan,2050,24772.83,Population
South Sudan,2050,13781.963,Population
South Sudan,2050,30458.623,Population
South Sudan,2050,11653.061,Population
South Sudan,2051,18542.997,Population
South Sudan,2051,20126.498,Population
South Sudan,2051,17008.453,Population
South Sudan,2051,21302.393,Population
South Sudan,2051,16195.977,Population
South Sudan,2051,18304.064,Population
South Sudan,2051,18179.954,Population
South Sudan,2051,20872.434,Population
South Sudan,2051,15837.038,Population
South Sudan,2051,15975.111,Population
South Sudan,2051,17609.72,Population
South Sudan,2051,17080.254,Population
South Sudan,2051,17503.471,Population
South Sudan,2051,18542.997,Population
South Sudan,2051,25266.413,Population
South Sudan,2051,13848.983,Population
South Sudan,2051,31176.856,Population
South Sudan,2051,11664.659,Population
South Sudan,2052,18754.446,Population
South Sudan,2052,20436.543,Population
South Sudan,2052,17132.747,Population
South Sudan,2052,21731.652,Population
South Sudan,2052,16325.849,Population
South Sudan,2052,18499.809,Population
South Sudan,2052,18361.92,Population
South Sudan,2052,21262.623,Population
South Sudan,2052,15940.315,Population
South Sudan,2052,16089.967,Population
South Sudan,2052,17775.704,Population
South Sudan,2052,17217.354,Population
South Sudan,2052,17665.867,Population
South Sudan,2052,18754.446,Population
South Sudan,2052,25870.049,Population
South Sudan,2052,13883.125,Population
South Sudan,2052,31863.558,Population
South Sudan,2052,11657.371,Population
South Sudan,2053,18960.799,Population
South Sudan,2053,20745.668,Population
South Sudan,2053,17249.196,Population
South Sudan,2053,22166.774,Population
South Sudan,2053,16450.415,Population
South Sudan,2053,18692.781,Population
South Sudan,2053,18537.521,Population
South Sudan,2053,21656.349,Population
South Sudan,2053,16040.297,Population
South Sudan,2053,16201.857,Population
South Sudan,2053,17936.233,Population
South Sudan,2053,17347.411,Population
South Sudan,2053,17820.846,Population
South Sudan,2053,18960.799,Population
South Sudan,2053,26420.224,Population
South Sudan,2053,13891.77,Population
South Sudan,2053,32790.583,Population
South Sudan,2053,11562.78,Population
South Sudan,2054,19160.601,Population
South Sudan,2054,21052.368,Population
South Sudan,2054,17356.399,Population
South Sudan,2054,22606.828,Population
South Sudan,2054,16568.704,Population
South Sudan,2054,18882.857,Population
South Sudan,2054,18705.269,Population
South Sudan,2054,22052.546,Population
South Sudan,2054,16137.307,Population
South Sudan,2054,16311.131,Population
South Sudan,2054,18090.003,Population
South Sudan,2054,17469.415,Population
South Sudan,2054,17967.429,Population
South Sudan,2054,19160.601,Population
South Sudan,2054,26960.484,Population
South Sudan,2054,13905.913,Population
South Sudan,2054,33760.421,Population
South Sudan,2054,11497.981,Population
South Sudan,2055,19359.463,Population
South Sudan,2055,21362.143,Population
South Sudan,2055,17460.052,Population
South Sudan,2055,23057.784,Population
South Sudan,2055,16686.661,Population
South Sudan,2055,19069.986,Population
South Sudan,2055,18870.811,Population
South Sudan,2055,22457.13,Population
South Sudan,2055,16231.647,Population
South Sudan,2055,16418.058,Population
South Sudan,2055,18242.714,Population
South Sudan,2055,17589.338,Population
South Sudan,2055,18111.954,Population
South Sudan,2055,19359.463,Population
South Sudan,2055,27441.705,Population
South Sudan,2055,13910.152,Population
South Sudan,2055,34672.968,Population
South Sudan,2055,11437.492,Population
South Sudan,2056,19552.147,Population
South Sudan,2056,21669.672,Population
South Sudan,2056,17554.96,Population
South Sudan,2056,23514.507,Population
South Sudan,2056,16798.953,Population
South Sudan,2056,19254.524,Population
South Sudan,2056,19028.87,Population
South Sudan,2056,22864.837,Population
South Sudan,2056,16323.588,Population
South Sudan,2056,16522.901,Population
South Sudan,2056,18389.115,Population
South Sudan,2056,17702.136,Population
South Sudan,2056,18249.867,Population
South Sudan,2056,19552.147,Population
South Sudan,2056,27976.738,Population
South Sudan,2056,13953.485,Population
South Sudan,2056,35581.944,Population
South Sudan,2056,11347.119,Population
South Sudan,2057,19744.938,Population
South Sudan,2057,21981.032,Population
South Sudan,2057,17647.548,Population
South Sudan,2057,23983.848,Population
South Sudan,2057,16912.272,Population
South Sudan,2057,19436.32,Population
South Sudan,2057,19185.664,Population
South Sudan,2057,23282.331,Population
South Sudan,2057,16413.341,Population
South Sudan,2057,16625.916,Population
South Sudan,2057,18535.539,Population
South Sudan,2057,17814.362,Population
South Sudan,2057,18388.051,Population
South Sudan,2057,19744.938,Population
South Sudan,2057,28572.605,Population
South Sudan,2057,13973.803,Population
South Sudan,2057,36386.928,Population
South Sudan,2057,11312.021,Population
South Sudan,2058,19933.628,Population
South Sudan,2058,22291.831,Population
South Sudan,2058,17733.734,Population
South Sudan,2058,24462.304,Population
South Sudan,2058,17022.85,Population
South Sudan,2058,19615.105,Population
South Sudan,2058,19337.013,Population
South Sudan,2058,23706.008,Population
South Sudan,2058,16501.088,Population
South Sudan,2058,16727.269,Population
South Sudan,2058,18677.846,Population
South Sudan,2058,17922.004,Population
South Sudan,2058,18522.784,Population
South Sudan,2058,19933.628,Population
South Sudan,2058,28971.451,Population
South Sudan,2058,13926.115,Population
South Sudan,2058,37592.857,Population
South Sudan,2058,11260.752,Population
South Sudan,2059,20122.595,Population
South Sudan,2059,22606.287,Population
South Sudan,2059,17818.018,Population
South Sudan,2059,24954.518,Population
South Sudan,2059,17135.127,Population
South Sudan,2059,19790.945,Population
South Sudan,2059,19487.286,Population
South Sudan,2059,24140.391,Population
South Sudan,2059,16586.981,Population
South Sudan,2059,16827.083,Population
South Sudan,2059,18820.444,Population
South Sudan,2059,18029.486,Population
South Sudan,2059,18658.669,Population
South Sudan,2059,20122.595,Population
South Sudan,2059,29287.462,Population
South Sudan,2059,13890.672,Population
South Sudan,2059,38808.414,Population
South Sudan,2059,11170.15,Population
South Sudan,2060,20307.632,Population
South Sudan,2060,22920.058,Population
South Sudan,2060,17896.284,Population
South Sudan,2060,25456.773,Population
South Sudan,2060,17245.116,Population
South Sudan,2060,19963.735,Population
South Sudan,2060,19632.232,Population
South Sudan,2060,24581.591,Population
South Sudan,2060,16671.107,Population
South Sudan,2060,16925.471,Population
South Sudan,2060,18959.167,Population
South Sudan,2060,18132.649,Population
South Sudan,2060,18791.659,Population
South Sudan,2060,20307.632,Population
South Sudan,2060,29722.265,Population
South Sudan,2060,13895.715,Population
South Sudan,2060,39886.684,Population
South Sudan,2060,11097.167,Population
South Sudan,2061,20482.898,Population
South Sudan,2061,23227.179,Population
South Sudan,2061,17962.814,Population
South Sudan,2061,25963.499,Population
South Sudan,2061,17347.053,Population
South Sudan,2061,20133.429,Population
South Sudan,2061,19766.019,Population
South Sudan,2061,25023.923,Population
South Sudan,2061,16753.488,Population
South Sudan,2061,17022.466,Population
South Sudan,2061,19088.209,Population
South Sudan,2061,18225.72,Population
South Sudan,2061,18916.011,Population
South Sudan,2061,20482.898,Population
South Sudan,2061,30176.84,Population
South Sudan,2061,13938.885,Population
South Sudan,2061,40863.539,Population
South Sudan,2061,11076.991,Population
South Sudan,2062,20659.136,Population
South Sudan,2062,23538.255,Population
South Sudan,2062,18028.507,Population
South Sudan,2062,26485.625,Population
South Sudan,2062,17451.812,Population
South Sudan,2062,20299.841,Population
South Sudan,2062,19899.482,Population
South Sudan,2062,25478.292,Population
South Sudan,2062,16834.125,Population
South Sudan,2062,17118.0,Population
South Sudan,2062,19218.317,Population
South Sudan,2062,18319.542,Population
South Sudan,2062,19042.507,Population
South Sudan,2062,20659.136,Population
South Sudan,2062,30651.943,Population
South Sudan,2062,13923.314,Population
South Sudan,2062,41740.494,Population
South Sudan,2062,11039.957,Population
South Sudan,2063,20835.763,Population
South Sudan,2063,23852.697,Population
South Sudan,2063,18092.836,Population
South Sudan,2063,27022.9,Population
South Sudan,2063,17558.833,Population
South Sudan,2063,20462.877,Population
South Sudan,2063,20032.02,Population
South Sudan,2063,25944.296,Population
South Sudan,2063,16912.938,Population
South Sudan,2063,17212.002,Population
South Sudan,2063,19348.868,Population
South Sudan,2063,18413.585,Population
South Sudan,2063,19170.553,Population
South Sudan,2063,20835.763,Population
South Sudan,2063,31308.418,Population
South Sudan,2063,13920.614,Population
South Sudan,2063,42779.931,Population
South Sudan,2063,11036.075,Population
South Sudan,2064,21010.107,Population
South Sudan,2064,24167.81,Population
South Sudan,2064,18153.213,Population
South Sudan,2064,27573.142,Population
South Sudan,2064,17665.664,Population
South Sudan,2064,20622.269,Population
South Sudan,2064,20160.929,Population
South Sudan,2064,26419.583,Population
South Sudan,2064,16989.856,Population
South Sudan,2064,17304.428,Population
South Sudan,2064,19477.178,Population
South Sudan,2064,18505.289,Population
South Sudan,2064,19297.459,Population
South Sudan,2064,21010.107,Population
South Sudan,2064,31836.769,Population
South Sudan,2064,13951.593,Population
South Sudan,2064,43665.614,Population
South Sudan,2064,11052.479,Population
South Sudan,2065,21185.711,Population
South Sudan,2065,24487.125,Population
South Sudan,2065,18213.267,Population
South Sudan,2065,28140.196,Population
South Sudan,2065,17775.936,Population
South Sudan,2065,20777.779,Population
South Sudan,2065,20289.799,Population
South Sudan,2065,26907.91,Population
South Sudan,2065,17064.757,Population
South Sudan,2065,17395.114,Population
South Sudan,2065,19606.756,Population
South Sudan,2065,18598.278,Population
South Sudan,2065,19426.638,Population
South Sudan,2065,21185.711,Population
South Sudan,2065,32139.075,Population
South Sudan,2065,13975.452,Population
South Sudan,2065,44551.884,Population
South Sudan,2065,11057.345,Population
South Sudan,2066,21356.305,Population
South Sudan,2066,24804.477,Population
South Sudan,2066,18266.732,Population
South Sudan,2066,28717.8,Population
South Sudan,2066,17883.038,Population
South Sudan,2066,20929.532,Population
South Sudan,2066,20412.359,Population
South Sudan,2066,27402.858,Population
South Sudan,2066,17137.447,Population
South Sudan,2066,17483.852,Population
South Sudan,2066,19731.243,Population
South Sudan,2066,18686.234,Population
South Sudan,2066,19551.606,Population
South Sudan,2066,21356.305,Population
South Sudan,2066,32684.169,Population
South Sudan,2066,14052.244,Population
South Sudan,2066,45656.781,Population
South Sudan,2066,11089.549,Population
South Sudan,2067,21521.042,Population
South Sudan,2067,25119.025,Population
South Sudan,2067,18312.844,Population
South Sudan,2067,29305.218,Population
South Sudan,2067,17986.066,Population
South Sudan,2067,21077.328,Population
South Sudan,2067,20527.836,Population
South Sudan,2067,27903.642,Population
South Sudan,2067,17207.716,Population
South Sudan,2067,17570.381,Population
South Sudan,2067,19849.747,Population
South Sudan,2067,18768.324,Population
South Sudan,2067,19671.322,Population
South Sudan,2067,21521.043,Population
South Sudan,2067,33422.986,Population
South Sudan,2067,14160.014,Population
South Sudan,2067,46944.602,Population
South Sudan,2067,11168.276,Population
South Sudan,2068,21690.0,Population
South Sudan,2068,25440.842,Population
South Sudan,2068,18361.789,Population
South Sudan,2068,29912.872,Population
South Sudan,2068,18095.18,Population
South Sudan,2068,21220.859,Population
South Sudan,2068,20646.247,Population
South Sudan,2068,28420.445,Population
South Sudan,2068,17275.286,Population
South Sudan,2068,17654.466,Population
South Sudan,2068,19972.333,Population
South Sudan,2068,18854.647,Population
South Sudan,2068,19795.723,Population
South Sudan,2068,21690.001,Population
South Sudan,2068,34033.18,Population
South Sudan,2068,14231.348,Population
South Sudan,2068,48019.201,Population
South Sudan,2068,11271.242,Population
South Sudan,2069,21849.261,Population
South Sudan,2069,25756.095,Population
South Sudan,2069,18399.658,Population
South Sudan,2069,30527.316,Population
South Sudan,2069,18196.483,Population
South Sudan,2069,21359.898,Population
South Sudan,2069,20753.541,Population
South Sudan,2069,28939.499,Population
South Sudan,2069,17339.857,Population
South Sudan,2069,17735.898,Population
South Sudan,2069,20085.065,Population
South Sudan,2069,18931.257,Population
South Sudan,2069,19910.791,Population
South Sudan,2069,21849.261,Population
South Sudan,2069,34574.05,Population
South Sudan,2069,14191.382,Population
South Sudan,2069,48791.201,Population
South Sudan,2069,11286.274,Population
South Sudan,2070,21989.974,Population
South Sudan,2070,26055.915,Population
South Sudan,2070,18417.724,Population
South Sudan,2070,31139.858,Population
South Sudan,2070,18281.142,Population
South Sudan,2070,21494.04,Population
South Sudan,2070,20840.99,Population
South Sudan,2070,29452.071,Population
South Sudan,2070,17401.112,Population
South Sudan,2070,17814.292,Population
South Sudan,2070,20179.106,Population
South Sudan,2070,18989.294,Population
South Sudan,2070,20007.563,Population
South Sudan,2070,21989.974,Population
South Sudan,2070,35137.495,Population
South Sudan,2070,14169.408,Population
South Sudan,2070,49621.476,Population
South Sudan,2070,11191.907,Population
South Sudan,2071,22132.134,Population
South Sudan,2071,26360.182,Population
South Sudan,2071,18436.203,Population
South Sudan,2071,31770.874,Population
South Sudan,2071,18369.459,Population
South Sudan,2071,21622.629,Population
South Sudan,2071,20928.692,Population
South Sudan,2071,29978.416,Population
South Sudan,2071,17458.724,Population
South Sudan,2071,17889.288,Population
South Sudan,2071,20274.523,Population
South Sudan,2071,19048.857,Population
South Sudan,2071,20105.99,Population
South Sudan,2071,22132.134,Population
South Sudan,2071,35790.877,Population
South Sudan,2071,14190.885,Population
South Sudan,2071,50569.832,Population
South Sudan,2071,11125.192,Population
South Sudan,2072,22278.428,Population
South Sudan,2072,26671.554,Population
South Sudan,2072,18457.872,Population
South Sudan,2072,32423.883,Population
South Sudan,2072,18464.499,Population
South Sudan,2072,21745.046,Population
South Sudan,2072,21019.282,Population
South Sudan,2072,30521.797,Population
South Sudan,2072,17512.381,Population
South Sudan,2072,17960.631,Population
South Sudan,2072,20374.064,Population
South Sudan,2072,19112.709,Population
South Sudan,2072,20208.72,Population
South Sudan,2072,22278.428,Population
South Sudan,2072,36475.267,Population
South Sudan,2072,14145.783,Population
South Sudan,2072,51360.804,Population
South Sudan,2072,11106.873,Population
South Sudan,2073,22420.565,Population
South Sudan,2073,26981.85,Population
South Sudan,2073,18474.41,Population
South Sudan,2073,33090.855,Population
South Sudan,2073,18557.781,Population
South Sudan,2073,21861.117,Population
South Sudan,2073,21104.579,Population
South Sudan,2073,31074.141,Population
South Sudan,2073,17561.813,Population
South Sudan,2073,18027.937,Population
South Sudan,2073,20469.418,Population
South Sudan,2073,19172.494,Population
South Sudan,2073,20307.32,Population
South Sudan,2073,22420.565,Population
South Sudan,2073,37052.714,Population
South Sudan,2073,14139.481,Population
South Sudan,2073,52102.037,Population
South Sudan,2073,11091.344,Population
South Sudan,2074,22561.549,Population
South Sudan,2074,27294.156,Population
South Sudan,2074,18488.809,Population
South Sudan,2074,33774.791,Population
South Sudan,2074,18652.002,Population
South Sudan,2074,21970.851,Population
South Sudan,2074,21187.693,Population
South Sudan,2074,31638.397,Population
South Sudan,2074,17606.811,Population
South Sudan,2074,18090.911,Population
South Sudan,2074,20563.576,Population
South Sudan,2074,19231.144,Population
South Sudan,2074,20404.622,Population
South Sudan,2074,22561.548,Population
South Sudan,2074,37695.905,Population
South Sudan,2074,14217.535,Population
South Sudan,2074,53058.712,Population
South Sudan,2074,11109.976,Population
South Sudan,2075,22690.769,Population
South Sudan,2075,27597.886,Population
South Sudan,2075,18490.476,Population
South Sudan,2075,34465.472,Population
South Sudan,2075,18736.498,Population
South Sudan,2075,22074.126,Population
South Sudan,2075,21258.021,Population
South Sudan,2075,32204.163,Population
South Sudan,2075,17647.198,Population
South Sudan,2075,18149.376,Population
South Sudan,2075,20645.945,Population
South Sudan,2075,19278.034,Population
South Sudan,2075,20489.921,Population
South Sudan,2075,22690.769,Population
South Sudan,2075,38285.55,Population
South Sudan,2075,14197.92,Population
South Sudan,2075,54509.805,Population
South Sudan,2075,11080.181,Population
South Sudan,2076,22798.64,Population
South Sudan,2076,27883.431,Population
South Sudan,2076,18469.884,Population
South Sudan,2076,35153.537,Population
South Sudan,2076,18801.606,Population
South Sudan,2076,22170.869,Population
South Sudan,2076,21306.0,Population
South Sudan,2076,32761.874,Population
South Sudan,2076,17682.86,Population
South Sudan,2076,18203.182,Population
South Sudan,2076,20706.957,Population
South Sudan,2076,19303.597,Population
South Sudan,2076,20553.602,Population
South Sudan,2076,22798.64,Population
South Sudan,2076,38662.766,Population
South Sudan,2076,14098.983,Population
South Sudan,2076,55647.31,Population
South Sudan,2076,10949.448,Population
South Sudan,2077,22902.423,Population
South Sudan,2077,28167.956,Population
South Sudan,2077,18444.432,Population
South Sudan,2077,35856.354,Population
South Sudan,2077,18864.593,Population
South Sudan,2077,22260.946,Population
South Sudan,2077,21348.99,Population
South Sudan,2077,33328.785,Population
South Sudan,2077,17713.743,Population
South Sudan,2077,18252.223,Population
South Sudan,2077,20763.915,Population
South Sudan,2077,19325.162,Population
South Sudan,2077,20612.926,Population
South Sudan,2077,22902.423,Population
South Sudan,2077,39098.121,Population
South Sudan,2077,14034.52,Population
South Sudan,2077,55938.542,Population
South Sudan,2077,10785.457,Population
South Sudan,2078,23005.183,Population
South Sudan,2078,28454.473,Population
South Sudan,2078,18417.248,Population
South Sudan,2078,36577.518,Population
South Sudan,2078,18928.671,Population
South Sudan,2078,22344.101,Population
South Sudan,2078,21390.214,Population
South Sudan,2078,33908.474,Population
South Sudan,2078,17739.839,Population
South Sudan,2078,18296.378,Population
South Sudan,2078,20819.941,Population
South Sudan,2078,19345.862,Population
South Sudan,2078,20670.999,Population
South Sudan,2078,23005.183,Population
South Sudan,2078,39787.783,Population
South Sudan,2078,13946.86,Population
South Sudan,2078,56250.06,Population
South Sudan,2078,10619.897,Population
South Sudan,2079,23101.521,Population
South Sudan,2079,28737.668,Population
South Sudan,2079,18382.862,Population
South Sudan,2079,37311.95,Population
South Sudan,2079,18988.232,Population
South Sudan,2079,22420.527,Population
South Sudan,2079,21424.33,Population
South Sudan,2079,34495.688,Population
South Sudan,2079,17761.192,Population
South Sudan,2079,18335.627,Population
South Sudan,2079,20869.625,Population
South Sudan,2079,19360.262,Population
South Sudan,2079,20722.426,Population
South Sudan,2079,23101.522,Population
South Sudan,2079,40579.291,Population
South Sudan,2079,13855.588,Population
South Sudan,2079,56864.254,Population
South Sudan,2079,10536.985,Population
South Sudan,2080,23186.729,Population
South Sudan,2080,29012.834,Population
South Sudan,2080,18336.569,Population
South Sudan,2080,38055.311,Population
South Sudan,2080,19038.494,Population
South Sudan,2080,22490.436,Population
South Sudan,2080,21446.594,Population
South Sudan,2080,35085.785,Population
South Sudan,2080,17777.941,Population
South Sudan,2080,18370.108,Population
South Sudan,2080,20908.289,Population
South Sudan,2080,19363.658,Population
South Sudan,2080,20762.546,Population
South Sudan,2080,23186.729,Population
South Sudan,2080,41278.948,Population
South Sudan,2080,13812.789,Population
South Sudan,2080,57661.49,Population
South Sudan,2080,10492.807,Population
South Sudan,2081,23260.637,Population
South Sudan,2081,29279.711,Population
South Sudan,2081,18278.293,Population
South Sudan,2081,38807.928,Population
South Sudan,2081,19079.462,Population
South Sudan,2081,22553.778,Population
South Sudan,2081,21456.945,Population
South Sudan,2081,35678.949,Population
South Sudan,2081,17790.295,Population
South Sudan,2081,18399.953,Population
South Sudan,2081,20935.851,Population
South Sudan,2081,19355.973,Population
South Sudan,2081,20791.283,Population
South Sudan,2081,23260.637,Population
South Sudan,2081,41634.451,Population
South Sudan,2081,13734.807,Population
South Sudan,2081,58394.517,Population
South Sudan,2081,10384.586,Population
South Sudan,2082,23335.453,Population
South Sudan,2082,29550.474,Population
South Sudan,2082,18220.288,Population
South Sudan,2082,39582.418,Population
South Sudan,2082,19123.353,Population
South Sudan,2082,22610.74,Population
South Sudan,2082,21467.631,Population
South Sudan,2082,36287.548,Population
South Sudan,2082,17798.486,Population
South Sudan,2082,18425.362,Population
South Sudan,2082,20964.569,Population
South Sudan,2082,19349.464,Population
South Sudan,2082,20820.928,Population
South Sudan,2082,23335.453,Population
South Sudan,2082,41834.765,Population
South Sudan,2082,13644.335,Population
South Sudan,2082,58869.822,Population
South Sudan,2082,10299.249,Population
South Sudan,2083,23407.693,Population
South Sudan,2083,29821.567,Population
South Sudan,2083,18159.115,Population
South Sudan,2083,40376.079,Population
South Sudan,2083,19166.993,Population
South Sudan,2083,22661.422,Population
South Sudan,2083,21475.132,Population
South Sudan,2083,36908.574,Population
South Sudan,2083,17802.848,Population
South Sudan,2083,18446.722,Population
South Sudan,2083,20991.051,Population
South Sudan,2083,19340.768,Population
South Sudan,2083,20848.184,Population
South Sudan,2083,23407.693,Population
South Sudan,2083,42188.562,Population
South Sudan,2083,13525.18,Population
South Sudan,2083,59331.048,Population
South Sudan,2083,10206.316,Population
South Sudan,2084,23477.727,Population
South Sudan,2084,30093.312,Population
South Sudan,2084,18095.189,Population
South Sudan,2084,41189.677,Population
South Sudan,2084,19210.882,Population
South Sudan,2084,22706.023,Population
South Sudan,2084,21479.939,Population
South Sudan,2084,37542.738,Population
South Sudan,2084,17803.77,Population
South Sudan,2084,18464.351,Population
South Sudan,2084,21015.73,Population
South Sudan,2084,19330.337,Population
South Sudan,2084,20873.588,Population
South Sudan,2084,23477.727,Population
South Sudan,2084,42795.057,Population
South Sudan,2084,13406.589,Population
South Sudan,2084,60173.545,Population
South Sudan,2084,10102.412,Population
South Sudan,2085,23535.228,Population
South Sudan,2085,30355.318,Population
South Sudan,2085,18018.232,Population
South Sudan,2085,42013.45,Population
South Sudan,2085,19244.867,Population
South Sudan,2085,22744.73,Population
South Sudan,2085,21471.797,Population
South Sudan,2085,38180.101,Population
South Sudan,2085,17801.689,Population
South Sudan,2085,18478.601,Population
South Sudan,2085,21028.365,Population
South Sudan,2085,19307.936,Population
South Sudan,2085,20886.971,Population
South Sudan,2085,23535.228,Population
South Sudan,2085,43512.583,Population
South Sudan,2085,13354.075,Population
South Sudan,2085,61305.519,Population
South Sudan,2085,9973.563,Population
South Sudan,2086,23583.756,Population
South Sudan,2086,30611.069,Population
South Sudan,2086,17931.893,Population
South Sudan,2086,42851.264,Population
South Sudan,2086,19272.573,Population
South Sudan,2086,22777.978,Population
South Sudan,2086,21454.269,Population
South Sudan,2086,38824.198,Population
South Sudan,2086,17797.09,Population
South Sudan,2086,18489.99,Population
South Sudan,2086,21032.589,Population
South Sudan,2086,19277.216,Population
South Sudan,2086,20892.02,Population
South Sudan,2086,23583.756,Population
South Sudan,2086,44209.656,Population
South Sudan,2086,13345.771,Population
South Sudan,2086,62177.53,Population
South Sudan,2086,9974.175,Population
South Sudan,2087,23627.724,Population
South Sudan,2087,30865.028,Population
South Sudan,2087,17840.571,Population
South Sudan,2087,43707.629,Population
South Sudan,2087,19298.188,Population
South Sudan,2087,22806.491,Population
South Sudan,2087,21431.701,Population
South Sudan,2087,39479.162,Population
South Sudan,2087,17790.461,Population
South Sudan,2087,18499.03,Population
South Sudan,2087,21032.828,Population
South Sudan,2087,19242.601,Population
South Sudan,2087,20893.218,Population
South Sudan,2087,23627.724,Population
South Sudan,2087,44713.148,Population
South Sudan,2087,13351.002,Population
South Sudan,2087,63155.84,Population
South Sudan,2087,10026.455,Population
South Sudan,2088,23667.427,Population
South Sudan,2088,31117.37,Population
South Sudan,2088,17744.686,Population
South Sudan,2088,44583.467,Population
South Sudan,2088,19322.288,Population
South Sudan,2088,22830.529,Population
South Sudan,2088,21404.347,Population
South Sudan,2088,40145.544,Population
South Sudan,2088,17782.294,Population
South Sudan,2088,18506.256,Population
South Sudan,2088,21029.465,Population
South Sudan,2088,19204.548,Population
South Sudan,2088,20891.028,Population
South Sudan,2088,23667.427,Population
South Sudan,2088,45148.457,Population
South Sudan,2088,13286.56,Population
South Sudan,2088,64275.408,Population
South Sudan,2088,9907.279,Population
South Sudan,2089,23710.145,Population
South Sudan,2089,31375.179,Population
South Sudan,2089,17651.672,Population
South Sudan,2089,45486.774,Population
South Sudan,2089,19352.569,Population
South Sudan,2089,22850.143,Population
South Sudan,2089,21379.554,Population
South Sudan,2089,40831.063,Population
South Sudan,2089,17773.069,Population
South Sudan,2089,18512.135,Population
South Sudan,2089,21029.881,Population
South Sudan,2089,19170.536,Population
South Sudan,2089,20892.921,Population
South Sudan,2089,23710.145,Population
South Sudan,2089,45668.189,Population
South Sudan,2089,13224.077,Population
South Sudan,2089,64873.713,Population
South Sudan,2089,9780.277,Population
South Sudan,2090,23741.231,Population
South Sudan,2090,31623.799,Population
South Sudan,2090,17546.893,Population
South Sudan,2090,46403.207,Population
South Sudan,2090,19374.366,Population
South Sudan,2090,22865.714,Population
South Sudan,2090,21342.773,Population
South Sudan,2090,41521.264,Population
South Sudan,2090,17763.2,Population
South Sudan,2090,18517.007,Population
South Sudan,2090,21019.46,Population
South Sudan,2090,19125.985,Population
South Sudan,2090,20884.357,Population
South Sudan,2090,23741.231,Population
South Sudan,2090,46029.042,Population
South Sudan,2090,13194.241,Population
South Sudan,2090,65316.575,Population
South Sudan,2090,9834.978,Population
South Sudan,2091,23761.3,Population
South Sudan,2091,31863.737,Population
South Sudan,2091,17431.106,Population
South Sudan,2091,47333.395,Population
